masterid,stationname,latitude,longitude,comid,huc,county,psa_lu,RB,ISWP_Source,ISWP2,ISWP3,ISWP2_name,ISWP3_name,Watershed,lbank_do,rbank_do,bottom_do,class_do,stationcode,ag_2011_1k,ag_2011_5k,ag_2011_ws,urban_2011_1k,urban_2011_5k,urban_2011_ws,code_21_2011_1k,code_21_2011_5k,code_21_2011_ws,dev_2011_1k,dev_2011_5k,dev_2011_ws,sampledate,CSCI,ASCI_H,ASCI_D,AFDM_gm2,Chla_ugcm2,TN_mgL,TP_mgL,PCT_MAP,DO_mgL,SpCond_uScm,Temp_C,PCT_RC,PCT_SAFN,RBP_CHN,XSLOPE
509R5NP3F,3 Forks Creek above Old Chico Canyon Rd.,39.85576,-121.70815,0,509,Butte,Forest,5,BPJ,A,A,Natural,Natural,NA,NA,NA,NA,NA,509R5NP3F,0,0,0,0,0.80275229,0.80275229,0,0,0,0,0.80275229,0.80275229,2019-03-19T07:00:00Z,0.59978512,1.07006732857601,1.17997751768191,5.58,0.252,0.18,0.221,NA,NA,NA,NA,NA,NA,NA,NA
509R5NP3F,3 Forks Creek above Old Chico Canyon Rd.,39.85576,-121.70815,0,509,Butte,Forest,5,BPJ,A,A,Natural,Natural,NA,NA,NA,NA,NA,509R5NP3F,0,0,0,0,0.80275229,0.80275229,0,0,0,0,0.80275229,0.80275229,2019-04-23T07:00:00Z,0.43241102,1.09965572043663,1.2421663326243,NA,NA,0.0572,0.664,NA,NA,NA,NA,NA,NA,NA,NA
509R5NP3F,3 Forks Creek above Old Chico Canyon Rd.,39.85576,-121.70815,0,509,Butte,Forest,5,BPJ,A,A,Natural,Natural,NA,NA,NA,NA,NA,509R5NP3F,0,0,0,0,0.80275229,0.80275229,0,0,0,0,0.80275229,0.80275229,2019-05-21T07:00:00Z,0.423606,1.01336674439196,1.08088434072255,NA,NA,0,0.624,NA,NA,NA,NA,NA,NA,NA,NA
509R5NPLG,Little Grapevine Creek above Rd. xing.,40.21733,-121.92153,8020490,509,Tehama,Forest,5,BPJ,A,A,Natural,Natural,NA,NA,NA,NA,NA,509R5NPLG,0,0,0,0,0.01177856,0.00907606,0,0,0,0,0.01177856,0.00907606,2019-03-19T07:00:00Z,0.79568624,1.04865601081179,1.12449099113511,2.03,0.156,0.23,0.358,NA,NA,NA,NA,NA,NA,NA,NA
509R5NPLG,Little Grapevine Creek above Rd. xing.,40.21733,-121.92153,8020490,509,Tehama,Forest,5,BPJ,A,A,Natural,Natural,NA,NA,NA,NA,NA,509R5NPLG,0,0,0,0,0.01177856,0.00907606,0,0,0,0,0.01177856,0.00907606,2019-04-23T07:00:00Z,0.65563956,1.1206608970783,1.12913296155562,NA,NA,0.132,0.688,NA,NA,NA,NA,NA,NA,NA,NA
509R5NPLG,Little Grapevine Creek above Rd. xing.,40.21733,-121.92153,8020490,509,Tehama,Forest,5,BPJ,A,A,Natural,Natural,NA,NA,NA,NA,NA,509R5NPLG,0,0,0,0,0.01177856,0.00907606,0,0,0,0,0.01177856,0.00907606,2019-05-20T07:00:00Z,0.65395495,1.1669581525766,1.21824597791408,NA,NA,0,0.382,NA,NA,NA,NA,NA,NA,NA,NA
509R5NPSC,Unnamed trib to Shaw Creek above road xing.,40.19666,-121.91727,0,509,Tehama,Other,5,BPJ,A,A,Natural,Natural,NA,NA,NA,NA,NA,509R5NPSC,0,0,0,1,0.35087719,0.35087719,0,0,0,1,0.35087719,0.35087719,2019-03-19T07:00:00Z,0.41279313,1.12024172712887,1.1973086821938,2.59,0.242,0.32,0.331,NA,NA,NA,NA,NA,NA,NA,NA
509R5NPSH,Schoolhouse Creek below 14mi House Rd.,39.85064,-121.70847,0,509,Butte,Forest,5,BPJ,A,A,Natural,Natural,NA,NA,NA,NA,NA,509R5NPSH,0,0,0,0,1.17056856,1.17056856,0,0,0,0,1.17056856,1.17056856,2019-03-19T07:00:00Z,0.55180964,1.12105820962059,1.24214972812869,8.18,0.196,0.41,0.297,NA,NA,NA,NA,NA,NA,NA,NA
509R5NPSH,Schoolhouse Creek below 14mi House Rd.,39.85064,-121.70847,0,509,Butte,Forest,5,BPJ,A,A,Natural,Natural,NA,NA,NA,NA,NA,509R5NPSH,0,0,0,0,1.17056856,1.17056856,0,0,0,0,1.17056856,1.17056856,2019-04-23T07:00:00Z,0.58837193,1.22705373412225,1.25267770925644,NA,NA,0.0883,0.738,NA,NA,NA,NA,NA,NA,NA,NA
509R5NPSH,Schoolhouse Creek below 14mi House Rd.,39.85064,-121.70847,0,509,Butte,Forest,5,BPJ,A,A,Natural,Natural,NA,NA,NA,NA,NA,509R5NPSH,0,0,0,0,1.17056856,1.17056856,0,0,0,0,1.17056856,1.17056856,2019-05-22T07:00:00Z,0.48785226,1.09503936987647,1.24606479047651,NA,NA,0,0.63,NA,NA,NA,NA,NA,NA,NA,NA
509SED024,Mill Creek 24,40.32351,-121.51829,8020274,509,Tehama,Forest,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509SED024,0,0,0,0,0.4949588,0.8102955,5.383481,5.921173,3.064143,5.383481,6.4161318,3.8744385,2008-09-17T07:00:00Z,1.01610078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
509SED098,Deer Creek 98,40.26796,-121.4359,0,509,Tehama,Forest,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509SED098,0,0,0,0,0.2468112,0.1636146,2.488202,1.982026,1.532774,2.488202,2.2288372,1.6963886,2008-09-16T07:00:00Z,1.18816128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
509SPIJD3,Judd Creek 3 ~2.5mi above Carter Cr.,40.29815,-121.75529,8021334,509,Tehama,Forest,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509SPIJD3,0,0,0,0,0,0,0,0,0,0,0,0,2015-09-02T07:00:00Z,1.10541715,1.08367528435152,1.07931791055897,3.81,1.11,0.0703,NA,NA,NA,NA,NA,NA,NA,NA,NA
509SPIJD4,Judd Creek 4 ~1mi above Carter Cr.,40.29557,-121.78269,8021334,509,Tehama,Forest,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509SPIJD4,0,0,0,0,0,0,0,0,0,0,0,0,2015-09-02T07:00:00Z,0.98565154,1.08042179994446,1.10212852470304,3.19,0.6629999999999999,0.0661,NA,NA,NA,NA,NA,NA,NA,NA,NA
509SPIJD4,Judd Creek 4 ~1mi above Carter Cr.,40.29557,-121.78269,8021334,509,Tehama,Forest,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509SPIJD4,0,0,0,0,0,0,0,0,0,0,0,0,2016-10-04T07:00:00Z,0.98913658,1.05693167124247,1.17425464028135,3.46,0.474,0.07519999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA
509SPJDXB,Judd Creek 0.8mi above Ponderosa Way,40.29461,-121.78744,8021334,509,Tehama,Forest,5,BPJ,A,A,Natural,Natural,NA,NA,NA,NA,NA,509SPJDXB,0,0,0,0,0,0,0,0,0,0,0,0,2016-10-05T07:00:00Z,1.08320442,0.783228914016498,0.87834790620202,3.38,0.208,0.0452,NA,NA,NA,NA,NA,NA,NA,NA,NA
509SPJDXC,Judd Creek 0.7mi above Ponderosa Way,40.29373,-121.78905,8021334,509,Tehama,Forest,5,BPJ,A,A,Natural,Natural,NA,NA,NA,NA,NA,509SPJDXC,0,0,0,0,0,0,0,0,0,0,0,0,2016-10-05T07:00:00Z,1.11803475,1.03981252114318,0.947031661920397,5.37,1.13,0.0483,NA,NA,NA,NA,NA,NA,NA,NA,NA
509SPJDXD,Judd Creek 0.6mi above Ponderosa Way,40.29337,-121.79067,8021334,509,Tehama,Forest,5,BPJ,A,A,Natural,Natural,NA,NA,NA,NA,NA,509SPJDXD,0,0,0,0,0,0,0,0,0,0,0,0,2016-10-04T07:00:00Z,0.84112682,0.998482198801213,1.10220545142628,2.91,0.33799999999999997,0.1129,0.2825,NA,NA,NA,NA,NA,NA,NA,NA
509SPJDXE,Judd Creek 1.5mi above Ponderosa Way,40.2957,-121.7732,8021334,509,Tehama,Forest,5,BPJ,A,A,Natural,Natural,NA,NA,NA,NA,NA,509SPJDXE,0,0,0,0,0,0,0,0,0,0,0,0,2016-10-10T07:00:00Z,1.04543416,0.891559963815091,0.829538923472317,1.41,0.43299999999999994,0.0439,NA,NA,NA,NA,NA,NA,NA,NA,NA
510CR0036,Sacramento River ~1mi below I-80 Bus,38.43501,-121.5249,15048089,510,Sacramento,Other,5,BPJ,A,A,Natural,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
510CR0322,Miner Slough ~0.5mi below Elevator Rd.,38.26340291,-121.64755100000001,948020359,510,Solano,Ag,5,BPJ,B,B2,Agricultural,Supply,Ambiguous,NA,NA,NA,NA,510CR0322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-20T07:00:00Z,0.3746348688323642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
510CR1007,Sacramento River -1007,38.43501,-121.52491,15048089,510,Sacramento,Other,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,35,12,30,21.42115,2.084817,12.73408,10.58938,2.542399,45.73408,67.01053,16.627216,2013-06-03T07:00:00Z,NA,NA,0.48615120586979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
511243sxx,Unnamed Canal 243s,38.59859,-121.97379,15035919,511,Yolo,Ag,5,BPJ,C,C1 or 2,Constructed,Drainage or Supply,Ambiguous,NA,NA,NA,NA,511243sxx,95,71,71,0,0.62119632,0.62116784,3.55912744,2.93406379,2.93392929,98.55912744,74.55526010999999,74.55509713,1995-09-01T07:00:00Z,0.12758883770389914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
511244sxx,Winters Canal 244s,38.59116,-121.98582,15036003,511,Yolo,Ag,5,Report,C,C1 or 2,Constructed,Drainage or Supply,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51150sxxx,Winters Canal 50s,38.68096,-122.03596,0,511,Yolo,Other,5,BPJ,C,C1 or 2,Constructed,Drainage or Supply,Ambiguous,NA,NA,NA,NA,51150sxxx,53,43,43,0,1.89710906,1.89706557,6.5940367,3.03537449,3.03530491,59.5940367,47.93248355,47.93237048,1994-08-18T07:00:00Z,0.3274051902849709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51153sxxx,Yolo Central Canal 53s,38.6203,-121.97993,15035693,511,Yolo,Ag,5,BPJ,C,C1 or 2,Constructed,Drainage or Supply,Ambiguous,NA,NA,NA,NA,51153sxxx,92,74,74,1,0.63840273,0.63839542,3.75681101,3.36737384,3.36733524,96.75681101,78.00577657,78.00573066,1994-08-15T07:00:00Z,0.5223819045830262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51153sxxx,Yolo Central Canal 53s,38.6203,-121.97993,15035693,511,Yolo,Ag,5,BPJ,C,C1 or 2,Constructed,Drainage or Supply,Ambiguous,NA,NA,NA,NA,51153sxxx,92,74,74,1,0.63840273,0.63839542,3.75681101,3.36737384,3.36733524,96.75681101,78.00577657,78.00573066,1995-08-18T07:00:00Z,0.07203128977736357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51155sxxx,Unnamed Canal 55s,38.45738,-121.88564,15040587,511,Solano,Ag,5,BPJ,C,C1 or 2,Constructed,Drainage or Supply,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51157sxxx,Sweany Creek,38.41008,-121.88022,15041125,511,Solano,Ag,5,Report,C,C3,Constructed,Naturally dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
511CC0016,Unnamed Canal ~0.9mi S Grant Rd,38.70694444,-121.6955556,0,511,Yolo,Ag,5,BPJ,C,C1 or 2,Constructed,Drainage or Supply,Ambiguous,NA,NA,NA,NA,511CC0016,100,90,90,0,6.14927905,6.15014327,0,1.62299704,1.62292264,100,97.77227609,97.77306591,2006-07-19T07:00:00Z,0.2849719037461532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
511CC0400,Moore Canal Near end of County Rd. 25A,38.64205,-121.8371,15038937,511,Yolo,Ag,5,BPJ,C,C1 or 2,Constructed,Drainage or Supply,Ambiguous,NA,NA,NA,NA,511CC0400,96,85,85,0,5.30050323,5.30044247,3.75573394,4.91763816,4.91758179,99.75573394,95.21814139,95.218024260000007,2007-09-27T07:00:00Z,0.37721636375802114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
511CC0504,Unnamed Canal 5.3mi E Toe Drain,38.5525,-121.6822222,0,511,Yolo,Urban,5,BPJ,C,C1 or 2,Constructed,Drainage or Supply,Ambiguous,NA,NA,NA,NA,511CC0504,39,76,76,43,16.02233381,16.0231129,16.48036687,5.42982275,5.42969825,98.48036687,97.45215656,97.45281115,2007-06-25T07:00:00Z,0.30213197863604563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
511CCC505,Cache Creek,38.68613,-121.8781,15028041,511,Yolo,Other,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,511CCC505,44,72,4,11,4.659322,1.029065,31.23225,10.11157,4.299089,86.23225,86.770892,9.328154,2008-06-25T07:00:00Z,0.59433838,0.571125796246651,0.655596354307483,14.42,2.11,6.55,NA,NA,NA,NA,NA,0,22,NA,0.2
511CE0663,Ulatis Creek ~0.7mi above Interstate 80,38.35833,-121.9875,15042107,511,Solano,Urban,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,511CE0663,0,25,14,76,26.86007,8.911196,21.09129,11.78774,6.800852,97.09129,63.64781,29.712048,2005-05-25T07:00:00Z,0.63350773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
511CHCPRS,Cache Creek at Preserve,38.68696,-121.87654,15028041,511,Yolo,Other,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,511CHCPRS,59,82,4,4,0.4184574,1.009804,5.620609,0.6107216,4.256903,68.620609,83.029179,9.266707,2004-09-29T07:00:00Z,0.62434717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
511CR0055,Sacramento River ~3mi above I-80,38.63823102,-121.5636929,15039097,519,Sacramento,Other,5,BPJ,A,A,Natural,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
511FC1357,Alamo Creek ~0.4mi below Vacastation Rd.,38.34677,-121.89999,15042369,511,Solano,Ag,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,511FC1357,71,48,10,20,41.62085,16.95022,7.228916,10.16138,4.623049,98.228916,99.78222999999998,31.573269000000003,2014-07-28T07:00:00Z,0.24951278,0.554390315357118,0.753654092446045,10,3.0199999999999996,12,2.89,NA,NA,NA,NA,NA,NA,NA,NA
511PS0081,Willow Slough,38.62611,-121.73336,15035585,511,Yolo,Ag,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,511PS0081,87,92,63,0,1.055334,1.196229,2.54902,4.855961,4.001475,89.54902,97.911295,68.197704,2008-06-25T07:00:00Z,0.3697844,0.168749878093292,0.334046597156245,3.25,0.30800000000000005,2.005,0.273,NA,NA,NA,NA,0,99,NA,0
511PS0081,Willow Slough,38.62611,-121.73336,15035585,511,Yolo,Ag,5,NA,NA,NA,NA,NA,NA,Soft,Soft,Soft,Soft bottom-0 hard sides,511PS0081,87,92,63,0,1.055334,1.196229,2.54902,4.855961,4.001475,89.54902,97.911295,68.197704,2008-06-25T07:00:00Z,0.3697844,0.168749878093292,0.334046597156245,3.25,0.30800000000000005,2.005,0.273,NA,NA,NA,NA,0,99,NA,0
511PS0145,Alamo Creek,38.34029,-121.99721,15042589,511,Solano,Other,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hard bottom,511PS0145,6,11,7,33,9.623506,5.707174,6.114508,4.698745,3.251659,45.114508,25.322251,15.958833,2008-06-24T07:00:00Z,0.22383936,0.493135214939296,0.531930397455351,4.13,0.516,0.7,0.109,NA,NA,NA,NA,14,54,NA,0
511PS0209,Unnamed Creek below Leisure Town Rd.,38.38423,-121.92989,15047817,511,Solano,Other,5,NA,NA,NA,NA,NA,NA,Soft,Soft,Soft,Soft bottom-0 hard sides,511PS0209,13,12,12,56,46.87426,46.34969,22.85714,17.04949,15.69402,91.85714,75.92375,74.04371,2009-07-08T07:00:00Z,0.29302046,0.713575391552834,0.769971818910998,113.76,26.187,1.44,0.415,57,NA,NA,NA,0,28,NA,0
511PS0401,Alamo Creek above Peabody Rd.,38.34013,-121.96993,15042589,511,Solano,Urban,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,511PS0401,0,10,6,84,31.66364,11.63461,15.55851,7.06709,3.768546,99.55851,48.73073,21.403156000000003,2010-09-23T07:00:00Z,0.53957673,0.629770862528412,0.520397676173235,4.385,1.1466666666666667,1.75,0.06073333333333333,NA,NA,NA,NA,NA,NA,NA,NA
511PS0657,Alamo Creek ~0.2mi above I-80,38.34775,-122.00297,15039563,511,Solano,Urban,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,511PS0657,0,11,5,47,13.2464,6.308497,3.513514,4.952259,2.967725,50.513514,29.198659,14.276222,2014-05-19T07:00:00Z,0.21237232,0.428613338533991,0.566904928174059,5.02,0.399,0.235,0.0824,NA,NA,NA,NA,NA,NA,NA,NA
511PTCUCD,Putah Creek at UC Davis,38.52724,-121.80169,15039031,511,Yolo,Ag,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,511PTCUCD,63,73,3,4,1.058201,0.5946836,9.774436,4.070004,1.51581,76.774436,78.128205,5.1104936,2004-10-18T07:00:00Z,0.69536591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
511USSR88,Union School Slough at Road 88,38.607,-121.99204,15038955,511,Yolo,Ag,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,511USSR88,43,27,19,0,0.06154477,0.0417522,3.000811,1.595035,1.586584,46.000811,28.65657977,20.6283362,2004-10-21T07:00:00Z,0.63805334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
511UTCFVA,Ulatis Creek above Fruitvale Ave,38.36944,-121.99472,15047813,511,Solano,Urban,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,511UTCFVA,28,21,10,17,5.508959,1.987786,14.66245,9.111704,5.523664,59.66245,35.620663,17.51145,2004-09-27T07:00:00Z,0.25175831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
511WLSR27,Willow Slough at Road 27,38.61976,-121.83268,15035655,511,Yolo,Ag,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,511WLSR27,94,88,59,0,0.7703157,1.631426,4.530951,5.636324,4.902052,98.530951,94.4066397,65.533478,2004-10-21T07:00:00Z,0.48402903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
512ZZMAEC,Zim Zim Creek ~1mi above Eticuera Cr.,38.7587,-122.2974,8015357,512,Napa,Other,5,BPJ,A,A,Natural,Natural,NA,NA,NA,NA,NA,512ZZMAEC,0,0,0,0,0,0.05733048,0,0,0,0,0,0.05733048,2016-05-31T07:00:00Z,0.53404428,1.00316416263333,1.06594444965928,7.79,1.72,0.221,NA,NA,NA,NA,NA,NA,NA,NA,NA
512ZZMAEC,Zim Zim Creek ~1mi above Eticuera Cr.,38.7587,-122.2974,8015357,512,Napa,Other,5,BPJ,A,A,Natural,Natural,NA,NA,NA,NA,NA,512ZZMAEC,0,0,0,0,0,0.05733048,0,0,0,0,0,0.05733048,2017-05-25T07:00:00Z,0.67965412,1.18038523759424,1.23150057257715,2.86,0.43299999999999994,0.284,0.026,NA,NA,NA,NA,NA,NA,NA,NA
512ZZMAEC,Zim Zim Creek ~1mi above Eticuera Cr.,38.7587,-122.2974,8015357,512,Napa,Other,5,BPJ,A,A,Natural,Natural,NA,NA,NA,NA,NA,512ZZMAEC,0,0,0,0,0,0.05733048,0,0,0,0,0,0.05733048,2018-05-31T07:00:00Z,0.53858543,0.889950257659719,0.945668462560485,0.328,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
512ZZMAEC,Zim Zim Creek ~1mi above Eticuera Cr.,38.7587,-122.2974,8015357,512,Napa,Other,5,BPJ,A,A,Natural,Natural,NA,NA,NA,NA,NA,512ZZMAEC,0,0,0,0,0,0.05733048,0,0,0,0,0,0.05733048,2019-06-17T07:00:00Z,0.7075517,NA,NA,9.42,0.252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
513BTCACC,Bartlett Creek,39.16643,-122.64117,8005985,513,Lake,Other,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,513BTCACC,0,0,0,0,0.01919509,0.00772798,5.233111,3.199181,2.664219,5.233111,3.21837609,2.67194698,2008-09-10T07:00:00Z,0.83906133,0.843397881722674,0.927953990815455,7.59,1.156,0.2249,NA,NA,NA,NA,NA,0,12,19,2.6
513CCNASC,"Cache Creek, NF ~0.4mi above Spanish Cr.",39.165446,-122.619986,8005975,513,Lake,Other,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,513CCNASC,0,0,0,0,0.01184226,0.00231966,3.14735336,1.88291951,2.29356468,3.14735336,1.89476177,2.2958843399999997,2014-07-16T07:00:00Z,0.5505076,0.92076781771683,0.986277211836715,19.7,1.89,0.193,NA,NA,NA,NA,NA,NA,NA,NA,NA
513CCNASC,"Cache Creek, NF ~0.4mi above Spanish Cr.",39.165446,-122.619986,8005975,513,Lake,Other,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,513CCNASC,0,0,0,0,0.01184226,0.00231966,3.14735336,1.88291951,2.29356468,3.14735336,1.89476177,2.2958843399999997,2018-10-29T07:00:00Z,0.76698671,NA,NA,31.7,6,6.665,0.464,NA,NA,NA,NA,NA,NA,NA,NA
513CCNASC,"Cache Creek, NF ~0.4mi above Spanish Cr.",39.165446,-122.619986,8005975,513,Lake,Other,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,513CCNASC,0,0,0,0,0.01184226,0.00231966,3.14735336,1.88291951,2.29356468,3.14735336,1.89476177,2.2958843399999997,2020-08-11T07:00:00Z,0.68916674,0.599344314597476,0.675154108621034,NA,NA,1.31,0.292,NA,NA,NA,NA,NA,NA,NA,NA
513CE0251,Seigler Canyon Creek ~0.6mi below Seigler Springs Rd,38.87611,-122.6825,8009401,513,Lake,Other,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,513CE0251,0,0,0,0,0.03054368,0.03054368,12.05674,4.886988,4.886988,12.05674,4.91753168,4.91753168,2006-08-02T07:00:00Z,0.47896318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
513KSCAKV,Kelsey Creek nr. Kelseyville,38.9274,-122.8436,948020963,513,Lake,Forest,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,513KSCAKV,0,0,0,0,0.06482194,0.07003,7.939509,2.357898,4.600214,7.939509,2.42271994,4.670244,2014-04-29T07:00:00Z,1.03801741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
513PS0008,Higland Creek,38.93275,-122.93287,8009249,513,Lake,Other,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,513PS0008,0,0,0,0,0.00490629,0.00468801,3.428971,3.140026,3.234729,3.428971,3.1449322900000003,3.2394170100000004,2008-06-25T07:00:00Z,0.95103285,1.05303887462271,0.957707264486398,8.89,2.5,0.0862,NA,NA,NA,NA,NA,0,6,18,1.8
513PS0008,Higland Creek,38.93275,-122.93287,8009249,513,Lake,Other,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,513PS0008,0,0,0,0,0.00490629,0.00468801,3.428971,3.140026,3.234729,3.428971,3.1449322900000003,3.2394170100000004,2008-08-07T07:00:00Z,0.84501857,0.843147313596943,0.965256063232505,28.03,2.273,0.0063,0.0307,NA,NA,NA,NA,0,20,NA,1
513PS0008,Higland Creek,38.93275,-122.93287,8009249,513,Lake,Other,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,513PS0008,0,0,0,0,0.00490629,0.00468801,3.428971,3.140026,3.234729,3.428971,3.1449322900000003,3.2394170100000004,2009-06-11T07:00:00Z,0.77637712,1.11669617659331,1.16424428669987,9.94,1.736,0.16,NA,16,NA,NA,NA,0,12,17,3.9
513PS0008,Higland Creek,38.93275,-122.93287,8009249,513,Lake,Other,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.00490629,0.00468801,3.428971,3.140026,3.234729,3.428971,3.1449322900000003,3.2394170100000004,2010-09-01T07:00:00Z,NA,0.873421808990097,0.873152442374076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
513PS0024,Sulphur Creek 24,39.0378,-122.41327,8007663,513,Colusa,Other,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,513PS0024,0,0,0,1,0.1094558,0.1142027,4.83871,4.122834,4.727298,5.83871,4.2322898,4.8415007,2008-06-25T07:00:00Z,0.24492595,0.844485848596276,0.742791755256626,25.43,16.234,136.65,1.03,NA,NA,NA,NA,0,3,15,2.8
513PS0088,north fork cache creek,38.98619,-122.51628,8009053,513,Lake,Other,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,513PS0088,0,0,0,0,1.406135,0.1812639,0,2.211683,1.748259,0,3.617818,1.9295229,2009-08-17T07:00:00Z,0.83456857,0.661516939446506,0.637990436627925,6.03,0.2195,0.203,0.02345,23,NA,NA,NA,0,18,18,1.8
513PS0200,"Cache Creek, NF ~0.6mi below Grapevine Cr.",39.18,-122.6673,8005871,513,Lake,Other,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,513PS0200,0,0,0,0,0,0,0,0.9274277,2.309564,0,0.9274277,2.309564,2012-07-30T07:00:00Z,0.49999968,0.841716404698248,0.968856895934815,8.05,0.877,2.72,NA,NA,NA,NA,NA,NA,NA,NA,NA
513PS0248,"Cache Creek, NF ~0.2mi above Wyman Cr.",39.21679,-122.72873,8005717,513,Lake,Other,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,513PS0248,0,0,0,0,0,0,0,1.874432,2.911872,0,1.874432,2.911872,2011-07-27T07:00:00Z,1.03860461,1.14010893201518,1.06533276825866,5.19,3.86,0.0982,NA,NA,NA,NA,NA,NA,NA,NA,NA
513STCAIV,Stanton Creek ~1.4mi above Indian Valley Res.,39.1846,-122.5356,8005837,513,Lake,Other,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,513STCAIV,0,0,0,0,0,0,0,0.04370152,0.04370152,0,0.04370152,0.04370152,2012-06-27T07:00:00Z,0.65797413,1.16649699191753,1.18331673926013,6.54,0.6549999999999999,0.14,0.0084,NA,NA,NA,NA,NA,NA,NA,NA
