"MasterID","SampleDate","Replicate","New_Lat","New_Long","PSA2","PSA6c","DevSet","SelectedSample","Nitrogen_Total_mgPerL","Phosphorus_as_P_mgPerL","Chlorophyll_a_mgPerm2","Ash_Free_Dry_Mass_mgPercm2","PCT_MAP","CSCI","ASCI_D","ASCI_H"
"902S02357","5/25/2010",1,33.40568,-117.2498,"Arid","SC","Cal","Selected",2.22,0.0242,71.86,1.489,61,0.827667804,0.625805394,0.784804404
"902S05173","5/17/2011",1,33.39711,-117.2836,"Arid","SC","Cal","Selected",2.52,0.016,32.22,1.444,43,0.783908324,0.622306577,0.7969267
"903S02145","7/19/2011",1,33.26934,-117.0315,"Arid","SC","Cal","Selected",11,0.052,42,1.5905,14,1.070593644,0.563707958,0.565893794
"903S06113","5/23/2012",1,33.26448,-116.813,"Arid","SC","Cal","Selected",1.43,0.213,18.4,2.41,3,0.920075323,0.495356106,0.601866478
"903SLFRCx","5/22/2015",1,33.34178,-116.8775,"Arid","SC","Cal","Selected",0.167,0.0747,2.29,6.59,1,0.543046613,1.12369489,1.003586454
"905S15201","5/23/2012",1,33.11778,-116.8544,"Arid","SC","Cal","Selected",1.16,0.0579,8.13,1.08,2,0.732620993,0.388144578,0.425800806
"907S01610","5/31/2010",1,32.96676,-116.6527,"Arid","SC","Cal","NotSelected",0.179,0.0259,0,0.39,1,1.15183859,0.783100401,0.932717022
"907S03786","5/30/2012",1,32.89422,-116.6584,"Arid","SC","Cal","Selected",0.4,0.0442,5.72,5.01,0,1.218111218,0.395761861,0.360740871
"907S05514","5/18/2011",1,32.97974,-116.7425,"Arid","SC","Val","Selected",0.177,0.0374,5.55,4.318,0,1.153920734,0.802208546,0.977237406
"907S05514","5/18/2011",2,32.97974,-116.7425,"Arid","SC","Val","Selected",0.177,0.0374,5.55,4.318,0,1.094129571,0.945312264,1.062900067
"907S46499","6/2/2010",1,32.96269,-116.7493,"Arid","SC","Val","Selected",0.154,0.0306,4.5,4.54,0,1.069500504,0.773927265,0.762311582
"910S06570","5/24/2010",1,32.63481,-116.8854,"Arid","SC","Cal","Selected",0.322,0.0522,17.26,12.41,44,0.833447899,0.600215996,0.624280983
"910S14762","5/26/2010",1,32.64788,-116.87,"Arid","SC","Cal","Selected",1.7,0.046,11.03,0.651,6,0.85134923,0.766234277,0.873121189
"911NCPCR2","5/27/2009",1,32.86364,-116.5092,"Arid","SC","Cal","Selected",0.363,0.0313,11.43,3.349,9,0.943948784,1.087934012,1.228338125
"911S12262","5/24/2010",1,32.65665,-116.6806,"Arid","SC","Val","Selected",0.705,0.269,18.31,4.753,54,0.952488796,0.64255809,0.667095319
"ME-CC","7/12/2010",1,34.17963,-119.0406,"Arid","SC","Cal","NotSelected",11,3.4,152.381,3.463203,22,0.415176562,0.325958053,0.26125899
"ME-CC","5/27/2014",1,34.17963,-119.0406,"Arid","SC","Cal","Selected",7.4,3.3,177.085,6.12987,NA,0.534907068,0.304061959,0.296428314
"ME-CC","6/24/2015",1,34.17963,-119.0406,"Arid","SC","Cal","NotSelected",7,3,150,5.3,26,0.466336456,0.526685508,0.348357185
"ME-SCR","6/21/2010",1,34.30058,-119.1098,"Arid","SC","Cal","NotSelected",1.4,0.02,46.8254,3.150072,30,0.767528377,0.572039705,0.641027473
"ME-SCR","5/29/2014",1,34.30058,-119.1098,"Arid","SC","Cal","NotSelected",0.2,0.038,148.571,15.2698,NA,0.48315897,0.718405735,0.598063212
"ME-SCR","6/17/2015",1,34.30058,-119.1098,"Arid","SC","Cal","Selected",2.4,0.02,70.3463,49.2424,23,0.47140874,0.696138168,0.607774022
"SMC00665","7/27/2011",1,33.27401,-117.2316,"Arid","SC","Val","Selected",1.4,0.18,1.8,1.9697,0,0.531744789,0.313900122,0.474127906
"SMC01174","7/20/2011",1,33.01678,-117.0165,"Arid","SC","Cal","Selected",1.2,0.18,9.1,1.7884,0,0.806061675,0.718289691,0.541223869
"SMC02075","7/17/2012",1,34.6718919,-119.03759,"Arid","SC","Cal","Selected",0,0.025,34.632,4.57143,14,0.904931926,0.999390685,0.833675612
"SMC02976","7/27/2010",1,34.25789,-117.7566,"Arid","SC","Cal","Selected",0,0,29.35649,2.657952,0,1.005026909,1.144430231,1.051811555
"SMC03110","7/26/2011",1,32.81106,-117.0734,"Arid","SC","Cal","Selected",1,0.19,89,3.5768,20,0.698969489,0.314331275,0.407271023
"SMC03510","7/21/2011",1,32.56364,-116.7873,"Arid","SC","Cal","Selected",7,4.5,169.9,5.2987,45,0.829815737,0.189425759,0.359066218
"SMC04134","7/26/2011",1,32.82874,-117.0524,"Arid","SC","Cal","Selected",1.3,0.2,229.1,5.7913,12,0.783084894,0.510260616,0.627057749
"SMC04426","7/25/2011",1,33.00697,-116.67,"Arid","SC","Val","Selected",0.32,0.016,14.6,3.1516,10,0.881858151,0.871207329,1.064278228
"SMC04600","7/8/2014",1,34.39724,-118.7104,"Arid","SC","Val","Selected",2.2,0.3,118.961,2.24704,NA,0.87519967,0.371345584,0.327280818
"SMC04661","7/18/2011",1,33.40607,-117.225,"Arid","SC","Cal","Selected",2.3,0.031,27.8,0.7861,45,0.975397668,0.652136458,0.635799411
"SMC04682","7/25/2011",1,32.97115,-116.6482,"Arid","SC","Cal","Selected",0.28,0.013,15.1,9.3329,12,1.191762653,0.573581903,0.850015656
"SMC05199","7/6/2011",1,34.4041244,-119.28071,"Arid","SC","Cal","Selected",4.7,0.011,109.086,2.34333,48,1.025869593,0.889520671,0.86810701
"SMC05402","7/28/2011",1,32.80468,-116.5731,"Arid","SC","Val","Selected",1.2,0.02,59.9,6.8011,12,0.952970553,0.826101198,0.881008756
"SMC05759","6/21/2010",1,34.35234,-119.0346,"Arid","SC","Cal","Selected",1.8,0.022,200.2886,3.705339,69,0.850971872,0.585469,0.627876546
"SMC05759","5/29/2014",1,34.35234,-119.0346,"Arid","SC","Cal","NotSelected",2,0.026,244.156,6.443,NA,0.857491337,0.44245215,0.407936363
"SMC06863","7/21/2011",1,34.4941698,-119.30535,"Arid","SC","Cal","Selected",0.18,0.0038,49.9886,2.27726,29,1.071252151,0.899529512,0.912344152
"SMC06904","7/8/2014",1,34.41968,-118.7876,"Arid","SC","Cal","Selected",0.38,0.049,83.9827,9.65801,NA,0.750441857,0.575939598,0.535100441
"SMC08335","7/7/2010",1,34.34589,-119.2995,"Arid","SC","Cal","Selected",0.34,0.013,82.27848,13.16456,25,0.881612707,0.739503165,0.745247566
"SMC08655","6/21/2012",1,34.5082206,-119.28404,"Arid","SC","Val","Selected",0,0.0023,0.798387,6.3871,4,1.165281617,0.847074911,0.911502255
"SMC09162","8/1/2011",1,32.84088,-116.7099,"Arid","SC","Cal","Selected",0.67,0.095,71.5,4.7922,18,0.990142747,0.697390132,0.724619231
"SMC09325","6/21/2012",1,33.56253,-117.1289,"Arid","SC","Cal","Selected",0.73,0.23,88.9685,8.23926,32,0.773273971,0.76233837,0.770951056
"SMC09325","6/21/2012",2,33.56253,-117.1289,"Arid","SC","Cal","Selected",0.73,0.23,88.9685,8.23926,32,0.796308208,0.572557488,0.566260521
"SMC11343","6/4/2012",1,34.3728727,-119.30855,"Arid","SC","Val","Selected",1,0.0086,60.5943,4.79246,58,0.909317782,0.742826471,0.750337532
"SMC11593","6/21/2012",1,33.46462,-117.2779,"Arid","SC","Val","Selected",6.8,0.03,110.969,7.57653,25,0.998527259,0.645801789,0.618124119
"SMC11727","6/9/2010",1,34.47847,-119.2934,"Arid","SC","Cal","Selected",0.22,0.0095,0,1.092624,35,1.01108513,0.855235815,0.864458882
"SMC13391","6/21/2012",1,34.4179083,-119.26999,"Arid","SC","Cal","Selected",1.2,0.014,12.1247,5.99102,49,0.964022766,0.608781146,0.522003341
"SMC16446","6/21/2012",1,34.4129833,-119.27294,"Arid","SC","Cal","Selected",0.57,0.044,3.53131,12.6667,34,0.880627202,0.833190628,0.807215171
"SMC16980","7/6/2011",1,34.4326882,-119.24975,"Arid","SC","Cal","Selected",6.2,0.018,54.6382,1.70343,47,1.057629042,0.680302692,0.763262985
"SMC19809","6/25/2013",1,34.50135,-119.353,"Arid","SC","Cal","Selected",0,0,68.8529,4.00599,NA,1.04056212,1.25151438,1.220335584
"SMC19945","6/25/2013",1,34.50496,-119.2818,"Arid","SC","Cal","Selected",0.21,0.0038,50.112,8.94857,NA,1.075165447,0.87812874,0.852268467
"SMC35837","6/25/2012",1,33.73641,-116.8261,"Arid","SC","Cal","Selected",0.58,0.23,48.8404,7.25093,53,0.665949638,0.804816822,0.680615843
"634PS0019","8/5/2009",1,38.79521,-119.9868,"Wet","SN","Cal","Selected",0.213,0.021,1.72,0.955,9,1.029301162,0.816915375,0.763171417
"SMC10685","7/1/2010",1,34.01882,-117.3688,"Arid","SC","Cal","Selected",6.4,1.2,24.18,1.31,3,0.818256435,0.50101178,0.56747842
"115SALG01","6/30/2010",1,38.3434928,-122.95896,"Arid","CH","Cal","Selected",0.21,0.0879,16.47,4.071,NA,0.650755783,0.84704166,0.782534229
"103CDCHHR","9/14/2010",1,41.7889,-124.0778,"Wet","NC","Cal","Selected",0.0976,0.0252,6.22,0.346,0,1.113354124,0.754046832,0.7314594
"103CDCHHR","9/14/2010",2,41.7889,-124.0778,"Wet","NC","Cal","Selected",0.0976,0.0252,6.22,0.346,0,1.059929603,0.756496052,0.773930212
"103KLCMSR","9/14/2010",1,41.8554564,-123.85215,"Wet","NC","Val","Selected",0.0403,0.0062,2.44,0.182,4,1.082568929,0.944154013,1.050314034
"103WER026","8/15/2012",1,41.84999,-124.0332,"Wet","NC","Cal","Selected",0,0,19.9,0.604,2,0.946673009,1.205333459,1.225239867
"103WER026","8/15/2012",2,41.84999,-124.0332,"Wet","NC","Cal","Selected",0,0,19.9,0.604,2,0.971299899,1.047992044,1.137885718
"103WER029","7/16/2014",1,41.80977,-124.1121,"Wet","NC","Cal","NotSelected",0.0679,0.0182,6.94,0.418,2,1.087595235,1.027957206,1.047662901
"103WER030","8/10/2011",1,41.8564882,-123.91194,"Wet","NC","Cal","Selected",0.0331,0.0087,0,0.208,2,0.83882242,1.141124357,1.081191175
"105BVCAGC","9/21/2010",1,41.61202,-123.2922,"Wet","NC","Cal","Selected",0.347,0,17.71,0.476,3,1.22466823,1.010327697,1.012331326
"105CE0329","7/23/2014",1,41.30818,-123.0339,"Wet","NC","Cal","Selected",0.0875,0.0047,5.46,0.312,0,1.178855028,0.912019375,0.907440201
"105CLCATC","8/10/2010",1,41.7344726,-123.54826,"Wet","NC","Cal","Selected",0.0421,0.022,7.55,0.616,30,1.003837888,1.058238502,1.09526611
"105DLCDCC","8/5/2009",1,41.5728,-123.5447,"Wet","NC","Val","Selected",0.108,0.0221,9.38,2.483,9,0.896890056,0.947541111,0.859113687
"105FCA116","7/16/2013",1,41.3178155,-123.04812,"Wet","NC","Cal","Selected",0.0552,0.0108,2.02,0,NA,1.071051361,1.075090976,1.012672653
"105FS0416","9/24/2013",1,41.614111,-123.28187,"Wet","NC","Val","Selected",0.0476,0.0058,3.26,0.326,5,1.122918598,0.925802673,0.842514841
"105FS0425","8/10/2011",1,41.35827,-123.0745,"Wet","NC","Cal","Selected",0.138,0.0099,6.93,0.346,6,1.141339585,1.071311794,1.082083868
"105FS0428","8/3/2011",1,41.44105,-123.3583,"Wet","NC","Val","Selected",0.123,0.0194,3.47,0.26,0,1.012596034,0.980092793,1.030396939
"105PS0083","9/8/2009",1,41.36469,-123.1872,"Wet","NC","Cal","Selected",0.101,0.0308,4.05,0.693,13,1.167133306,0.989531012,1.031900234
"105PS0090","8/25/2009",1,41.08004,-123.0291,"Wet","NC","Cal","NotSelected",0.0799,0.0092,3.93,0.584,35,1.051179661,0.955367586,0.882443042
"105PS0090","8/7/2012",1,41.08004,-123.0291,"Wet","NC","Cal","Selected",0.14,0,14,0.652,16,1.115503306,1.005915488,0.918255184
"105PS0097","9/8/2009",1,41.74157,-123.3555,"Wet","NC","Cal","NotSelected",0.0269,0.0204,9.42,0.655,41,1.113181036,0.990630077,1.044853011
"105PS0097","9/8/2009",2,41.74157,-123.3555,"Wet","NC","Cal","NotSelected",0.0269,0.0204,9.42,0.655,41,1.039622202,0.895477302,0.94672712
"105PS0097","7/22/2014",1,41.74157,-123.3555,"Wet","NC","Cal","Selected",0.0744,0.0093,3.32,0.319,0,0.938940956,0.833938444,0.912587177
"105PS0154","8/9/2011",1,41.09812,-123.0734,"Wet","NC","Val","Selected",0.117,0.0152,3.12,0.15,3,1.07219953,1.012125756,0.954059782
"105PS0154","8/9/2011",2,41.09812,-123.0734,"Wet","NC","Val","Selected",0.117,0.0152,3.12,0.15,3,1.07524753,1.091276582,1.059352733
"105PS0193","8/29/2012",1,41.8294124,-123.38486,"Wet","NC","Cal","Selected",0,0.0103,14.2,0.343,32,0.982880261,1.047618335,1.040519056
"105PS0195","8/7/2012",1,41.1888599,-123.07484,"Wet","NC","Val","Selected",0.0905,0.0085,7.08,0.283,0,1.191969025,1.112014753,1.032329217
"105PS0468","9/1/2009",1,41.8941492,-121.02359,"Arid","DM","Cal","Selected",0.604,0.0277,33.86,3.969,39,0.915617833,1.049450617,1.091118463
"105PS0660","8/3/2010",1,41.9156453,-120.88859,"Arid","DM","Val","Selected",0.269,0.0269,29.81,1.53,34,0.870995796,0.893880102,0.890962056
"105PS0660","8/3/2010",2,41.9156453,-120.88859,"Arid","DM","Val","Selected",0.269,0.0269,29.81,1.53,34,0.819046573,1.061939957,0.998588832
"105TMCACC","8/10/2010",1,41.73693,-123.5487,"Wet","NC","Cal","Selected",0.0364,0.0181,3.88,0.478,4,0.977382659,1.071860643,1.018968897
"105WE0598","7/24/2014",1,41.2443927,-123.32933,"Wet","NC","Cal","NotSelected",0.181,0.0289,4.25,0.491,2,1.11307592,0.93947861,0.908346232
"105WLCABC","8/3/2011",1,41.4422517,-123.35041,"Wet","NC","Cal","Selected",0.189,0.0117,2.01,0.333,7,1.088300083,0.887456027,0.921978972
"106FS0040","8/30/2011",1,40.16912,-123.0251,"Wet","NC","Cal","Selected",0.0964,0.021,9.24,0.447,0,1.16446855,1.04131042,1.0029606
"106PS0115","9/21/2010",1,41.1729,-122.8696,"Wet","NC","Val","Selected",0.117,0,10.56,0.275,2,0.983436461,1.041013523,0.983891423
"106PS0124","8/16/2010",1,40.17055,-123.0287,"Wet","NC","Val","Selected",0.0815,0.02,13.49,0.722,2,1.130386716,0.96244941,0.964109486
"106PS0166","8/2/2011",1,41.04412,-123.6117,"Wet","NC","Cal","Selected",0.129,0.0122,0,0.286,0,1.074940681,0.949685455,0.899269267
"106WE0505","7/21/2014",1,40.86235,-122.903,"Wet","NC","Cal","NotSelected",0.0539,0,8.35,0.294,0,0.960966404,1.003190121,0.984716491
"106WE1079","8/8/2012",1,41.13486,-122.8051,"Wet","NC","Val","Selected",0.0882,0.0077,14.4,0.546,18,1.111654997,0.935223924,0.945554189
"106WER011","9/11/2013",1,40.93588,-123.1549,"Wet","NC","Val","Selected",0,0.0078,7.51,0.39,15,1.051400201,1.190871062,1.191384124
"106WER016","8/4/2009",1,40.48965,-123.0295,"Wet","NC","Cal","Selected",0.172,0.0171,9.75,0.613,0,0.869569369,1.091951267,1.19148988
"107LLM101","9/13/2010",1,41.32697,-124.0239,"Wet","NC","Cal","Selected",0.104,0.0139,6.17,0.26,0,0.927737271,1.116526622,1.090033278
"107PS0021","7/14/2014",1,41.32412,-124.008,"Wet","NC","Val","Selected",0.0907,0.0129,15,0.202,8,1.062824115,0.86786546,0.915135882
"107WER092","8/27/2012",1,41.39996,-124.0579,"Wet","NC","Cal","Selected",0.0257,0.0304,5.92,0.284,0,0.878672221,0.908036994,0.940525198
"111BBRBCC","9/23/2009",1,39.69951,-122.9244,"Wet","NC","Cal","Selected",0.056,0.0162,25.94,1.461,12,1.025200801,1.032659544,0.999875384
"111BGCAER","10/6/2009",1,40.02233,-123.0615,"Wet","NC","Val","Selected",0.0923,0.008,6.24,0.507,1,1.159043816,1.079122084,1.02924027
"111BGCAER","6/11/2014",1,40.02233,-123.0615,"Wet","NC","Val","NotSelected",0.0877,0.0737,1.53,0.267,0,0.850894515,0.863088879,0.80175059
"111CBCAER","8/8/2013",1,39.52905,-122.8483,"Wet","NC","Cal","Selected",0.0781,0.0184,8.09,0.317,49,0.860494232,0.977236175,1.01943488
"111CBCAER","8/8/2013",2,39.52905,-122.8483,"Wet","NC","Cal","Selected",0.0781,0.0184,8.09,0.317,49,0.761615585,0.968786938,0.989103983
"111CE0569","7/20/2010",1,40.34676,-123.9925,"Wet","NC","Cal","Selected",0,0.0468,5.52,1.476,2,0.920124204,1.012196804,1.080050695
"111ERATRC","10/10/2012",1,39.55222,-122.8613,"Wet","NC","Val","Selected",0,0.0045,45.2,0.789,25,0.932534436,1.075557804,1.079504917
"111FS0001","7/5/2011",1,39.32709,-122.8311,"Arid","CH","Cal","Selected",0.0267,0.0103,5.08,0,1,1.120007957,0.96009103,1.046433253
"111FS0007","7/11/2011",1,39.47123,-122.8338,"Wet","NC","Cal","Selected",0.204,0.0144,0,0,5,1.077956008,0.982455658,1.120833691
"111FS0008","7/19/2012",1,39.3193,-122.8454,"Arid","CH","Val","Selected",0.0595,0.0187,13.9,0.508,3,1.129905344,1.197382927,1.143360497
"111FS0008","7/6/2011",1,39.3193,-122.8454,"Arid","CH","Val","NotSelected",0.0774,0.0167,8.89,0.317,39,1.126652074,0.952286602,1.054312453
"111HSCAER","7/26/2011",1,39.52503,-122.8528,"Wet","NC","Cal","Selected",0.0799,0.0202,18.87,0.418,16,1.063085681,0.956649446,1.070399534
"111HSCAER","7/26/2011",2,39.52503,-122.8528,"Wet","NC","Cal","Selected",0.0799,0.0202,18.87,0.418,16,0.98282008,1.105805064,1.188937467
"111PAL105","7/13/2011",1,40.3497286,-123.96396,"Wet","NC","Cal","Selected",0.305,0.103,1.91,0,4,1.031256523,1.071233571,1.116678727
"111PS0110","6/24/2009",1,39.35142,-122.8762,"Arid","CH","Cal","NotSelected",0.124,0.0295,5.14,0.504,1,1.062866064,0.9827511,1.006639894
"111PS0110","6/9/2014",1,39.35142,-122.8762,"Arid","CH","Cal","Selected",0.0482,0.028,11.6,0.404,10,1.03471071,0.948736729,0.999714131
"111PS0144","8/18/2010",1,39.90018,-123.0171,"Wet","NC","Cal","Selected",0.0642,0,5.41,0.649,8,0.968028499,0.873261292,0.957678396
"111PS0160","7/25/2011",1,39.44612,-123.0293,"Wet","NC","Val","Selected",0.0723,0.0149,4.62,0,7,1.134425955,0.933658611,0.980703088
"111PS0204","8/17/2010",1,39.27693,-122.8658,"Arid","CH","Cal","Selected",0.135,0.0095,17.35,0.606,0,0.911074439,1.029989316,0.969728032
"111RSCAER","8/8/2011",1,39.9877222,-123.05062,"Wet","NC","Cal","Selected",0.0921,0.0085,3.86,0.317,29,1.017194199,0.936769082,0.990976119
"111TGCAER","8/17/2010",1,39.39569,-122.8637,"Wet","NC","Cal","Selected",0.0918,0.0147,6.23,0.558,19,1.176921731,1.039648088,1.064012321
"111TGCAER","7/24/2012",1,39.39569,-122.8637,"Wet","NC","Cal","NotSelected",0.0489,0.01,4.75,0.325,7,1.224968266,0.928524191,0.989875123
"111WE0816","6/12/2013",1,39.58741,-122.9182,"Wet","NC","Cal","NotSelected",0.0554,0.0054,4.68,0.281,9,0.954618292,1.088797307,1.179954514
"111WE1050","6/12/2013",1,39.71147,-122.8419,"Wet","NC","Cal","Selected",0.037,0.0086,6.36,0.356,2,1.201547522,0.995056341,1.059637855
"111WE1071","7/26/2012",1,39.70053,-122.8126,"Wet","NC","Cal","Selected",0.0921,0.0098,11.2,0.62,15,1.226375774,1.016283221,1.131294106
"111WER003","6/10/2014",1,39.5381653,-122.8613,"Wet","NC","Val","Selected",0.07,0.0142,3.31,0.305,2,0.902662612,1.06134701,1.055070893
"111WER008","7/23/2012",1,39.49366,-122.8639,"Wet","NC","Val","Selected",0.0843,0.0124,10.9,0.401,0,1.047893519,0.987759288,0.997146253
"111WER159","8/3/2009",1,39.42937,-122.8452,"Wet","NC","Cal","Selected",0.0451,0.0129,4.97,2.525,15,1.170265133,0.858924186,0.905873876
"113RG8046","8/19/2010",1,38.4757678,-123.15212,"Wet","NC","Cal","Selected",0.0537,0.0284,101.9,5.32,NA,0.858943302,0.988102417,1.033779405
"114CE0131","7/31/2012",1,38.7908601,-123.19624,"Wet","NC","Val","Selected",0.167,0.0053,9.1,0.905,48,0.759856679,0.887525224,0.83265745
"114PS0145","6/20/2011",1,38.89361,-123.0702,"Arid","CH","Cal","Selected",0.251,0.0156,14.4,0.587,18,0.948441016,1.016349763,1.109536079
"114WE0614","7/9/2012",1,38.53917,-123.0719,"Wet","NC","Cal","NotSelected",0.187,0.0096,65.5,2.69,10,0.932516816,0.884628938,0.830377529
"114WE0614","7/9/2012",2,38.53917,-123.0719,"Wet","NC","Cal","NotSelected",0.187,0.0096,65.5,2.69,10,0.799077837,0.718384012,0.72328684
"115EBAG01","7/1/2010",1,38.34613,-122.9154,"Arid","CH","Cal","Selected",0.183,0.103,17.66,3.336,NA,0.850582861,0.945097578,0.866162705
"201LAG335","7/15/2009",1,37.99179,-122.662,"Arid","CH","Cal","Selected",0.159,0.0713,3.74,0.476,2,0.954513238,1.011106424,0.965607619
"201MRS020","9/13/2010",1,37.91968,-122.6695,"Arid","CH","Val","Selected",0.257,0.0298,3.86,0.375,2,1.08060542,0.933169331,0.951804074
"202BUT030","6/29/2010",1,37.224863,-122.33258,"Arid","CH","Cal","Selected",0.0463,0.0382,7.27,0.788,2,1.062371342,1.024061543,0.901813649
"202BUT040","6/14/2011",1,37.24132,-122.317,"Arid","CH","Cal","NotSelected",0.0227,0.0145,4.22,0.534,6,0.975121096,0.954703688,0.970008889
"202BUT040","6/4/2014",1,37.24132,-122.317,"Arid","CH","Cal","Selected",0.0909,0.0168,9.22,0.691,1,0.683772742,1.175544866,1.159760625
"202BUT050","6/16/2009",1,37.20924,-122.3327,"Arid","CH","Cal","Selected",0.105,0.0791,9.71,0.643,0,1.064565837,0.645684148,0.752188508
"202SPE090","6/15/2009",1,37.5750082,-122.46419,"Arid","CH","Val","Selected",0.213,0.0415,17.02,0.613,3,0.897359175,0.957522474,1.022371123
"204AHOACR","6/2/2014",1,37.46158,-121.769,"Arid","CH","Cal","NotSelected",0.0928,0.0163,20.4,0.651,35,1.100216313,0.985281705,0.941227625
"204IND200","5/25/2010",1,37.5620443,-121.79842,"Arid","CH","Cal","Selected",0.105,0.0119,53.6,1.663,34,0.952889035,0.931373471,1.038841014
"205COY610","6/3/2010",1,37.1177117,-121.48092,"Arid","CH","Val","Selected",0.142,0,34.38,0.868,56,0.700786803,0.902285966,0.970820419
"205CYCBBC","6/28/2010",1,37.12622,-121.4812,"Arid","CH","Cal","Selected",0,0.0155,12.7,1.19,69,1.000664286,1.228232076,1.190969572
"206RCCBDC","7/20/2010",1,38.3547434,-122.42662,"Arid","CH","Cal","Selected",0.398,0.115,12.64,0.945,0,0.852411036,0.938348323,1.009589115
"206TUL120","6/13/2011",1,38.28461,-122.2175,"Arid","CH","Cal","Selected",0.192,0.051,12.95,0.235,6,1.058071247,1.070925083,1.046730144
"304WDCAH1","6/29/2010",1,37.11373,-122.2696,"Arid","CH","Cal","Selected",0.0402,0.0656,10.03,0.519,0,1.018504671,0.982437225,0.923769329
"305LGCBRC","6/30/2010",1,37.1476993,-121.77339,"Arid","CH","Cal","Selected",0.0779,0.0147,10.77,1.769,24,1.101733313,0.982393253,1.066905163
"305SSCAUC","6/29/2010",1,37.08478,-121.7941,"Arid","CH","Cal","Selected",0.118,0.0187,5.48,0.329,44,0.965180761,0.987314334,1.08293606
"305UVCASC","6/29/2010",1,37.0867,-121.7944,"Arid","CH","Cal","Selected",0.0713,0.0108,6.57,0.433,7,0.968091023,1.134921346,1.192677529
"307CE0094","6/12/2012",1,36.428069,-121.75771,"Arid","CH","Cal","Selected",0.0758,0.0276,16,1.57,0,1.077172979,1.113959189,1.096914607
"307CE0094","6/12/2012",2,36.428069,-121.75771,"Arid","CH","Cal","Selected",0.0758,0.0276,16,1.57,0,1.20729452,1.102982215,0.996762588
"307CMRADC","6/22/2010",1,36.3722,-121.663,"Arid","CH","Cal","NotSelected",0.0789,0.0188,1.87,0.41,0,1.169233518,0.966743879,0.995059946
"307CMRADC","5/20/2014",1,36.3722,-121.663,"Arid","CH","Cal","Selected",0.111,0.0127,8.43,0.304,1,0.903117289,1.147074725,1.155115901
"307CMRADC","5/20/2014",2,36.3722,-121.663,"Arid","CH","Cal","Selected",0.111,0.0127,8.43,0.304,1,0.816301171,1.133461455,1.051685228
"307SCCARR","6/21/2010",1,36.43073,-121.7984,"Arid","CH","Cal","Selected",0.0912,0.0386,6.79,2.051,2,1.058491431,0.925870095,0.873813925
"308LILPAL","6/20/2012",1,36.3403402,-121.80863,"Arid","CH","Cal","Selected",0.125,0.0104,14.2,3.02,7,1.105468055,0.992605382,0.988235031
"308LSRASC","6/13/2011",1,36.3258426,-121.78933,"Arid","CH","Cal","NotSelected",0.105,0.0132,1.91,0,2,1.191452738,1.098506921,1.073890884
"308LSRASC","7/18/2011",1,36.3258426,-121.78933,"Arid","CH","Cal","Selected",0.226,0.0072,3.81,0.176,0,1.076784563,0.922394873,0.972998276
"308MWCAH1","6/23/2010",1,36.1625779,-121.66598,"Arid","CH","Cal","Selected",0.228,0.02,0,0.325,1,0.420499661,0.907838373,0.918495718
"308PS0156","6/19/2012",1,36.3276744,-121.78976,"Arid","CH","Cal","Selected",0.0856,0.0174,7.33,2.56,2,1.178563403,0.960750033,1.086838873
"308PWCAH1","6/22/2010",1,35.9355457,-121.46781,"Arid","CH","Val","Selected",0.0876,0.0171,26.27,0.714,4,1.220298477,1.054997806,1.128320138
"308ROCBBQ","6/21/2012",1,36.3781458,-121.88621,"Arid","CH","Cal","Selected",0.169,0.0354,14.6,1.48,0,0.926958597,1.033136539,1.014350266
"308SAM","6/23/2010",1,35.81439,-121.359,"Arid","CH","Val","Selected",0.0636,0.0095,23.12,0.649,22,0.999675527,1.127250232,1.114487698
"308SANWIL","6/12/2012",1,36.4905477,-121.86728,"Arid","CH","Val","Selected",0.12,0.0875,6.05,1.35,0,1.103769538,0.845701899,0.835814309
"309ARSARC","6/23/2010",1,36.11981,-121.4689,"Arid","CH","Cal","Selected",0.0622,0.0103,2.67,0.467,0,1.173991681,0.974957057,1.113933438
"309CAW126","5/21/2014",1,36.23072,-121.5516,"Arid","CH","Cal","Selected",0.101,0.0071,21.6,0.416,0,1.041222786,1.157664357,1.156484259
"309PS0116","6/16/2011",1,36.064,-121.3262,"Arid","CH","Cal","Selected",0.144,0.0226,5.01,0.231,3,0.971971122,1.026188615,1.14638569
"309PS0116","6/16/2011",2,36.064,-121.3262,"Arid","CH","Cal","Selected",0.144,0.0226,5.01,0.231,3,1.004414298,0.981415661,1.068747183
"309WLCATC","6/22/2010",1,36.21301,-121.5351,"Arid","CH","Val","Selected",0.0946,0.0222,3.9,0.583,0,1.116497113,0.985669688,1.089480094
"310COO","6/24/2010",1,35.25494,-120.8872,"Arid","CH","Cal","Selected",0.115,0.477,4.01,0.713,0,0.920635109,0.914286653,1.015309577
"310LPCBPC","6/9/2009",1,35.26539,-120.5226,"Arid","CH","Val","Selected",0.0208,0.243,4.62,0.465,5,1.086355816,1.140712822,1.193467975
"312DAVDAV","6/7/2012",1,34.7610735,-119.95359,"Arid","CH","Cal","Selected",0.139,0.0148,7.58,1.05,1,1.193395079,0.985591987,0.99326317
"312MZCDBC","6/14/2010",1,34.77058,-119.9364,"Arid","CH","Cal","Selected",0.0985,0.0085,2.91,0.535,3,1.0486939,0.961981743,1.005764351
