,SampleID2,SampleID,StationCode,SampleDate,Replicate,SampleType,D_ValveCount,S_EntityCount,S_Biovolume,D_NumberTaxa,S_NumberTaxa,H_NumberTaxa,UnrecognizedTaxa,D_ASCI,S_ASCI,H_ASCI,Comments,version_number,RefCalVal,SiteSetSample2
1038,509PS0049_08/26/10_1,509PS0049_8/26/10_1,509PS0049,8/26/2010,1,"Microalgae, Macroalgae, Epiphyte, Integrated",600,100,3476948015,43,26,69,NA,0.804046937,1.28373449,0.801310302,,2.5.2,,Intermediate
1039,509PS0049_09/13/10_1,509PS0049_9/13/10_1,509PS0049,9/13/2010,1,"Epiphyte, Microalgae, Macroalgae, Integrated",498,100,294050639.5,39,17,56,NA,0.850681911,1.235236316,0.82492062,,2.5.2,,Intermediate
1040,509PS0085_09/07/11_1,509PS0085_9/7/11_1,509PS0085,9/7/2011,1,"Microalgae, Integrated",600,0,20998.911,34,2,36,NA,0.86346136,0.849403265,0.962802878,,2.5.2,Cal,Reference
1041,509PS0085_09/07/11_2,509PS0085_9/7/11_2,509PS0085,9/7/2011,2,"Microalgae, Integrated",600,0,61470.169,44,4,48,NA,0.868004775,1.056477558,0.988586713,,2.5.2,,Reference
1042,509PS0170_07/26/10_1,509PS0170_7/26/10_1,509PS0170,7/26/2010,1,"Microalgae, Integrated",600,0,16201372.6,18,12,30,NA,1.037253599,1.367088998,1.137921575,,2.5.2,Cal,Reference
1043,509PS0234_07/21/11_1,509PS0234_7/21/11_1,509PS0234,7/21/2011,1,"Microalgae, Macroalgae, Integrated",600,0,2451211649,47,12,59,NA,1.057538583,1.273886355,1.057648885,,2.5.2,,Reference
1044,509PS0234_08/15/11_1,509PS0234_8/15/11_1,509PS0234,8/15/2011,1,"Microalgae, Macroalgae, Integrated",600,0,2422864986,34,9,43,NA,1.011289063,1.197939904,1.029875509,,2.5.2,Val,Reference
1045,509PS0334_09/12/12_1,509PS0334_9/12/12_1,509PS0334,9/12/2012,1,"Microalgae, Macroalgae, Integrated",600,0,2936413062,37,30,67,NA,0.989753497,1.201694478,1.01205965,,2.5.2,Cal,Reference
1046,510CR1007_06/03/13_1,510CR1007_6/3/13_1,510CR1007,6/3/2013,1,Integrated,600,0,0,58,0,58,NA,0.491241121,NA,NA,Warning - Only Diatom data present,2.5.2,,Stressed
1047,511CCC505_06/25/08_1,511CCC505_6/25/08_1,511CCC505,6/25/2008,1,"Macroalgae, Microalgae, Integrated",600,0,72807214.95,26,16,42,NA,0.615795576,0.713259878,0.562228963,,2.5.2,,Stressed
1048,511FC1357_07/28/14_1,511FC1357_7/28/14_1,511FC1357,7/28/2014,1,"Microalgae, Macroalgae, Integrated",605,0,8666532718,48,20,68,NA,0.753654092,1.052014969,0.564880267,,2.5.2,,Stressed
1049,511PS0081_06/25/08_1,511PS0081_6/25/08_1,511PS0081,6/25/2008,1,"Microalgae, Integrated",600,0,956928.58,53,9,62,NA,0.314581743,0.65127929,0.162286826,,2.5.2,,Stressed
1050,511PS0145_06/24/08_1,511PS0145_6/24/08_1,511PS0145,6/24/2008,1,"Microalgae, Integrated",600,0,519817.01,44,7,51,NA,0.531930397,0.578184977,0.502724719,,2.5.2,,Stressed
1051,511PS0209_07/08/09_1,511PS0209_7/8/09_1,511PS0209,7/8/2009,1,"Microalgae, Epiphyte, Macroalgae, Integrated",600,100,62059774893,22,35,57,NA,0.769971819,1.102163413,0.725004519,,2.5.2,,Stressed
1052,511PS0401_09/23/10_1,511PS0401_9/23/10_1,511PS0401,9/23/2010,1,"Microalgae, Integrated",600,0,147021295.7,34,3,37,NA,0.505699857,0.542796215,0.65496832,,2.5.2,,Stressed
1053,511PS0401_09/23/10_2,511PS0401_9/23/10_2,511PS0401,9/23/2010,2,"Microalgae, Macroalgae, Integrated",600,0,28922472.71,39,7,46,NA,0.594561651,0.719041601,0.645576439,,2.5.2,,Stressed
1054,511PS0657_05/19/14_1,511PS0657_5/19/14_1,511PS0657,5/19/2014,1,"Microalgae, Integrated",600,0,337655.3979,63,4,67,NA,0.575581983,0.893509653,0.427961223,,2.5.2,,Stressed
1055,513BTCACC_09/10/08_1,513BTCACC_9/10/08_1,513BTCACC,9/10/2008,1,"Microalgae, Integrated",600,0,15388431.75,24,19,43,NA,0.892989317,1.070612483,0.840682647,,2.5.2,Cal,Reference
1056,513BTCACC_09/10/08_2,513BTCACC_9/10/08_2,513BTCACC,9/10/2008,2,"Microalgae, Integrated",600,0,12282382.75,31,20,51,NA,1.207642747,1.073424705,1.118443332,,2.5.2,,Reference
1057,513CCNASC_07/16/14_1,513CCNASC_7/16/14_1,513CCNASC,7/16/2014,1,"Epiphyte, Integrated, Macroalgae, Microalgae",600,100,2760715990,22,42,64,NA,0.943979008,1.01687894,0.917101245,,2.5.2,Cal,Reference
1058,513PS0008_06/11/09_1,513PS0008_6/11/09_1,513PS0008,6/11/2009,1,"Microalgae, Integrated",600,0,65446034.26,21,27,48,NA,1.164244287,1.227399285,1.12945392,,2.5.2,,Reference
1059,513PS0008_06/25/08_1,513PS0008_6/25/08_1,513PS0008,6/25/2008,1,"Microalgae, Integrated",600,0,2744262.03,20,13,33,NA,0.957707264,1.254287806,1.072028651,,2.5.2,,Reference
1060,513PS0008_08/07/08_1,513PS0008_8/7/08_1,513PS0008,8/7/2008,1,"Epiphyte, Microalgae, Macroalgae, Integrated",600,100,721225210.6,37,10,47,NA,0.965256063,0.902578437,0.855847453,,2.5.2,,Reference
1061,513PS0008_09/01/10_1,513PS0008_9/1/10_1,513PS0008,9/1/2010,1,"Microalgae, Integrated",600,0,38023.356,32,4,36,NA,0.875442289,0.889330659,0.901888708,,2.5.2,Cal,Reference
1062,513PS0024_06/25/08_1,513PS0024_6/25/08_1,513PS0024,6/25/2008,1,"Macroalgae, Microalgae, Integrated",600,0,2169472276,5,12,17,NA,0.742516043,0.936725321,0.844153982,,2.5.2,,Intermediate
1063,513PS0088_08/17/09_1,513PS0088_8/17/09_1,513PS0088,8/17/2009,1,"Microalgae, Integrated",600,0,11961216.24,26,8,34,NA,0.637990437,0.915872231,0.671106444,,2.5.2,,Intermediate
1064,513PS0088_08/17/09_2,513PS0088_8/17/09_2,513PS0088,8/17/2009,2,"Microalgae, Integrated",600,0,4513104.772,19,9,28,NA,0.936507447,0.915872231,0.896752821,,2.5.2,,Intermediate
1065,513PS0200_07/30/12_1,513PS0200_7/30/12_1,513PS0200,7/30/2012,1,"Microalgae, Macroalgae, Integrated",600,0,1409304073,18,31,49,NA,0.930214371,0.825844222,0.844492648,,2.5.2,Cal,Reference
1066,513PS0248_07/27/11_1,513PS0248_7/27/11_1,513PS0248,7/27/2011,1,"Microalgae, Macroalgae, Integrated",600,0,1501256063,22,19,41,NA,1.065102171,1.311487699,1.157041025,,2.5.2,,Intermediate
1067,513STCAIV_06/12/14_1,513STCAIV_6/12/14_1,513STCAIV,6/12/2014,1,"Integrated, Macroalgae, Microalgae, Epiphyte",600,100,1881966572,10,33,43,NA,1.253353568,1.197404111,1.202869722,,2.5.2,Cal,Reference
1068,513STCAIV_06/27/12_1,513STCAIV_6/27/12_1,513STCAIV,6/27/2012,1,"Integrated, Macroalgae, Microalgae",600,0,919422934.2,10,18,28,NA,1.183316739,1.200942153,1.172088003,,2.5.2,,Reference
1069,513UNCAKC_05/20/09_1,513UNCAKC_5/20/09_1,513UNCAKC,5/20/2009,1,"Microalgae, Integrated",600,0,43767260.27,24,19,43,NA,0.991973515,1.165448538,1.003068542,,2.5.2,,Reference
1070,513UNCAKC_06/04/09_1,513UNCAKC_6/4/09_1,513UNCAKC,6/4/2009,1,"Macroalgae, Epiphyte, Microalgae, Integrated",600,100,45699272503,21,7,28,NA,0.834755205,0.91168534,0.860863407,,2.5.2,,Reference
1071,513UNCAKC_07/13/09_1,513UNCAKC_7/13/09_1,513UNCAKC,7/13/2009,1,"Microalgae, Integrated",600,0,331873.668,26,6,32,NA,0.907655262,0.935161444,0.926409091,,2.5.2,,Reference
1072,513UNCAKC_08/13/09_1,513UNCAKC_8/13/09_1,513UNCAKC,8/13/2009,1,"Microalgae, Macroalgae, Epiphyte, Integrated",600,100,1.34E+11,27,11,38,NA,0.982916555,1.084446178,1.028339869,,2.5.2,,Reference
1073,513UNCAKC_09/10/08_1,513UNCAKC_9/10/08_1,513UNCAKC,9/10/2008,1,"Microalgae, Integrated",600,0,23658281.64,33,24,57,NA,0.861456446,0.998718051,0.754560493,,2.5.2,,Reference
1074,513UNCAKC_09/10/08_2,513UNCAKC_9/10/08_2,513UNCAKC,9/10/2008,2,"Microalgae, Macroalgae, Epiphyte, Integrated",600,100,757088160.7,24,23,47,NA,0.69507987,1.05320621,0.771617861,,2.5.2,,Reference
1075,513UNCAKC_09/23/09_1,513UNCAKC_9/23/09_1,513UNCAKC,9/23/2009,1,"Microalgae, Integrated",600,0,4719397.2,26,11,37,NA,0.966258912,0.956394701,0.919772634,,2.5.2,Cal,Reference
1076,514BMCARC_09/27/11_1,514BMCARC_9/27/11_1,514BMCARC,9/27/2011,1,"Microalgae, Integrated",251,0,13077.592,7,4,11,NA,1.144831635,0.849403265,1.237227645,,2.5.2,Cal,Reference
1077,514BRUUPX_10/09/08_1,514BRUUPX_10/9/08_1,514BRUUPX,10/9/2008,1,"Microalgae, Epiphyte, Macroalgae, Integrated",600,100,81881123.09,20,16,36,NA,1.090137324,1.171218514,1.082319254,,2.5.2,Cal,Reference
1078,514BRUUPX_10/09/08_2,514BRUUPX_10/9/08_2,514BRUUPX,10/9/2008,2,"Microalgae, Integrated",600,0,2721622.883,31,15,46,NA,1.137768921,1.190514929,1.090032073,,2.5.2,,Reference
1079,514DNCLDC_07/22/10_1,514DNCLDC_7/22/10_1,514DNCLDC,7/22/2010,1,"Microalgae, Integrated",600,0,189379573,15,13,28,NA,1.143449143,1.133657019,1.136522028,,2.5.2,,Reference
1080,514DNCLDC_09/07/10_1,514DNCLDC_9/7/10_1,514DNCLDC,9/7/2010,1,"Microalgae, Integrated",600,0,1335165.8,22,7,29,NA,0.903702694,0.948946654,0.862047603,,2.5.2,,Reference
1081,514DNCLDC_10/12/10_1,514DNCLDC_10/12/10_1,514DNCLDC,10/12/2010,1,"Microalgae, Epiphyte, Macroalgae, Integrated",600,100,12673237035,12,23,35,NA,1.21934922,1.209255622,1.193645274,,2.5.2,,Intermediate
1082,514FC1215_05/27/14_1,514FC1215_5/27/14_1,514FC1215,5/27/2014,1,"Microalgae, Macroalgae, Epiphyte, Integrated",600,100,1667291.443,42,18,60,NA,0.802972325,0.771885198,0.70550685,,2.5.2,,NA
1083,514FC1278_05/28/14_1,514FC1278_5/28/14_1,514FC1278,5/28/2014,1,"Microalgae, Macroalgae, Epiphyte, Integrated",601,7,29554901.42,37,15,52,NA,1.043223379,1.041889049,0.984930005,,2.5.2,,NA
1084,514ICEUPx_08/13/14_1,514ICEUPx_8/13/14_1,514ICEUPx,8/13/2014,1,"Epiphyte, Integrated, Macroalgae, Microalgae",600,100,23922878.21,11,42,53,NA,1.138407299,0.995276748,1.016979271,,2.5.2,Cal,Reference
1085,514LNCASC_08/18/11_1,514LNCASC_8/18/11_1,514LNCASC,8/18/2011,1,"Microalgae, Integrated",236,0,2790875.75,16,11,27,NA,0.99414283,1.09123034,0.947422641,,2.5.2,,Reference
1086,514LNCASC_08/18/11_2,514LNCASC_8/18/11_2,514LNCASC,8/18/2011,2,"Microalgae, Integrated",90,0,4761647.53,15,11,26,NA,0.748557238,1.09123034,0.862274448,,2.5.2,,Reference
1087,514LNCASC_08/30/11_1,514LNCASC_8/30/11_1,514LNCASC,8/30/2011,1,"Microalgae, Macroalgae, Integrated",214,0,1906254829,11,16,27,NA,0.87266474,1.137588054,0.946577818,,2.5.2,Cal,Reference
1088,514PCAPCR_10/29/14_1,514PCAPCR_10/29/14_1,514PCAPCR,10/29/2014,1,"Microalgae, Epiphyte, Macroalgae, Integrated",600,100,1458774.779,10,22,32,NA,1.063925091,1.215214809,1.072929111,,2.5.2,,Intermediate
1089,514PCASMR_10/29/14_1,514PCASMR_10/29/14_1,514PCASMR,10/29/2014,1,"Microalgae, Epiphyte, Macroalgae, Integrated",600,100,98684167.03,18,34,52,NA,1.046006473,1.21711187,1.066285095,,2.5.2,Val,Reference
1090,514PS0019_08/13/08_1,514PS0019_8/13/08_1,514PS0019,8/13/2008,1,"Microalgae, Integrated",600,0,121179281.8,30,32,62,NA,1.014857877,1.090153629,0.84465356,,2.5.2,,Intermediate
1091,514PS0084_07/08/08_1,514PS0084_7/8/08_1,514PS0084,7/8/2008,1,"Epiphyte, Macroalgae, Microalgae, Integrated",600,100,1413806495,31,19,50,NA,0.858225799,0.79368293,0.695643476,,2.5.2,,Stressed
1092,514PS0099_07/18/12_1,514PS0099_7/18/12_1,514PS0099,7/18/2012,1,"Microalgae, Macroalgae, Integrated",600,0,3462157468,22,17,39,NA,1.06806879,1.229005568,1.122305377,,2.5.2,,Intermediate
1093,514PS0131_07/28/14_1,514PS0131_7/28/14_1,514PS0131,7/28/2014,1,"Microalgae, Integrated",600,0,37031640.6,39,10,49,NA,0.961181184,1.033607175,0.954401327,,2.5.2,Cal,Reference
1094,514PS0351_07/16/12_1,514PS0351_7/16/12_1,514PS0351,7/16/2012,1,"Microalgae, Epiphyte, Macroalgae, Integrated",600,100,872654572.7,27,13,40,NA,0.831853533,0.869115534,0.71382445,,2.5.2,,Stressed
1095,514SBCAMR_08/17/11_1,514SBCAMR_8/17/11_1,514SBCAMR,8/17/2011,1,"Microalgae, Integrated",627,0,78907.64,17,7,24,NA,0.971728187,0.987539483,0.973531767,,2.5.2,,Reference
1096,514SBCAMR_08/29/11_1,514SBCAMR_8/29/11_1,514SBCAMR,8/29/2011,1,"Microalgae, Integrated",649,0,27759150.85,24,9,33,NA,0.916637102,1.072379591,0.991414835,,2.5.2,Cal,Reference
1097,514SCCAAR_07/24/08_1,514SCCAAR_7/24/08_1,514SCCAAR,7/24/2008,1,"Microalgae, Macroalgae, Epiphyte, Integrated",600,100,1444447213,22,11,33,NA,1.073324984,1.13046193,1.063196697,,2.5.2,Cal,Reference
1098,514SFA222_07/28/14_1,514SFA222_7/28/14_1,514SFA222,7/28/2014,1,"Microalgae, Epiphyte, Macroalgae",0,34,13725417.99,0,18,18,NA,NA,0.992213651,NA,Warning - Only Soft Body data present,2.5.2,Cal,Reference
1099,514SSC190_09/11/14_1,514SSC190_9/11/14_1,514SSC190,9/11/2014,1,"Microalgae, Macroalgae, Epiphyte",0,39,3558808518,0,36,36,NA,NA,0.9144766,NA,Warning - Only Soft Body data present,2.5.2,Val,Reference
1100,515CR1050_06/23/14_1,515CR1050_6/23/14_1,515CR1050,6/23/2014,1,Integrated,596,0,0,49,0,49,NA,1.218623975,NA,NA,Warning - Only Diatom data present,2.5.2,,NA
1101,515PS0106_09/24/08_1,515PS0106_9/24/08_1,515PS0106,9/24/2008,1,"Macroalgae, Microalgae, Integrated",600,0,1444918.48,40,3,43,NA,0.942509165,0.939097038,0.78650353,,2.5.2,,Stressed
1102,515PS0106_09/24/08_2,515PS0106_9/24/08_2,515PS0106,9/24/2008,2,"Macroalgae, Microalgae, Integrated",600,0,110566.2,51,2,53,NA,0.924916072,0.849403265,0.930298761,,2.5.2,,Stressed
1103,515PS0410_09/07/11_1,515PS0410_9/7/11_1,515PS0410,9/7/2011,1,"Macroalgae, Microalgae, Integrated",600,0,5815330300,31,39,70,NA,0.917136039,1.014477833,0.825670583,,2.5.2,,Stressed
1104,515PS0430_07/07/11_1,515PS0430_7/7/11_1,515PS0430,7/7/2011,1,"Epiphyte, Microalgae, Macroalgae, Integrated",600,100,2917584583,30,28,58,NA,1.153411113,1.032377629,1.051774806,,2.5.2,,Intermediate
1105,515PS0430_07/07/11_2,515PS0430_7/7/11_2,515PS0430,7/7/2011,2,"Epiphyte, Microalgae, Macroalgae, Integrated",600,100,3481178404,34,29,63,NA,1.102107358,0.959124808,0.952007796,,2.5.2,,Intermediate
1106,515PS0490_06/14/12_1,515PS0490_6/14/12_1,515PS0490,6/14/2012,1,"Microalgae, Integrated",600,0,2999.85,71,2,73,NA,0.767300761,1.056424685,0.439587672,,2.5.2,,Stressed
1107,515PS0622_06/10/13_1,515PS0622_6/10/13_1,515PS0622,6/10/2013,1,"Microalgae, Macroalgae, Integrated",601,0,565931376.2,37,44,81,NA,0.936098345,0.924987959,0.861698472,,2.5.2,,Stressed
1108,516PS0014_08/11/08_1,516PS0014_8/11/08_1,516PS0014,8/11/2008,1,"Microalgae, Integrated",600,0,45433614.4,20,4,24,NA,1.074715176,0.58897419,0.958423972,,2.5.2,,Stressed
1109,516PS0287_09/21/11_1,516PS0287_9/21/11_1,516PS0287,9/21/2011,1,"Microalgae, Macroalgae, Integrated",600,0,3462770383,50,17,67,NA,0.825177046,1.103409862,0.859236963,,2.5.2,,Intermediate
1110,516PS0324_06/28/12_1,516PS0324_6/28/12_1,516PS0324,6/28/2012,1,"Microalgae, Macroalgae, Integrated",600,0,4579034105,39,32,71,NA,0.755310893,0.983822335,0.721594312,,2.5.2,,Intermediate
1111,516PS0324_06/28/12_2,516PS0324_6/28/12_2,516PS0324,6/28/2012,2,"Microalgae, Macroalgae, Integrated",601,0,38042720.72,50,25,75,NA,0.780640249,0.968870677,0.629246354,,2.5.2,,Intermediate
1112,516PS0324_07/31/12_1,516PS0324_7/31/12_1,516PS0324,7/31/2012,1,"Microalgae, Macroalgae, Integrated",600,0,616748127.9,42,38,80,NA,1.110498055,1.034675149,0.95916952,,2.5.2,,Intermediate
1113,516PS0516_08/06/13_1,516PS0516_8/6/13_1,516PS0516,8/6/2013,1,"Microalgae, Integrated",601,0,5252709.331,42,17,59,NA,1.030687619,0.976405966,0.993667897,,2.5.2,,Intermediate
1114,516PS0543_08/07/13_1,516PS0543_8/7/13_1,516PS0543,8/7/2013,1,"Microalgae, Integrated",600,0,15361.16675,33,7,40,NA,0.758306735,0.794304819,0.791876616,,2.5.2,,Stressed
1115,517FC1248_06/17/14_1,517FC1248_6/17/14_1,517FC1248,6/17/2014,1,"Microalgae, Epiphyte, Macroalgae, Integrated",598,100,2886138575,45,15,60,NA,1.157383186,1.173145755,1.108918558,,2.5.2,,NA
1116,517FCA046_07/11/13_1,517FCA046_7/11/13_1,517FCA046,7/11/2013,1,"Microalgae, Epiphyte, Macroalgae, Integrated",598,100,1345415057,29,19,48,NA,1.134911392,1.181658804,1.156337159,,2.5.2,,Reference
1117,517FCA046_08/14/13_1,517FCA046_8/14/13_1,517FCA046,8/14/2013,1,"Microalgae, Epiphyte, Macroalgae, Integrated",600,100,14891249.77,25,15,40,NA,0.841934673,1.010852056,0.885617565,,2.5.2,Cal,Reference
1118,517FCA139_06/18/14_1,517FCA139_6/18/14_1,517FCA139,6/18/2014,1,"Microalgae, Epiphyte, Macroalgae, Integrated",610,100,11567156827,32,35,67,NA,1.081557237,1.1989063,1.083425739,,2.5.2,,Intermediate
1119,517FCA222_07/10/13_1,517FCA222_7/10/13_1,517FCA222,7/10/2013,1,"Microalgae, Integrated",600,0,544898.4979,38,8,46,NA,1.103491824,0.958030822,0.985186314,,2.5.2,,Stressed
1120,517LCCAYB_08/12/08_1,517LCCAYB_8/12/08_1,517LCCAYB,8/12/2008,1,"Microalgae, Integrated",600,0,9053615.66,31,14,45,NA,1.053075924,1.173829644,0.967650919,,2.5.2,Cal,Reference
1121,517PLC130_07/28/13_1,517PLC130_7/28/13_1,517PLC130,7/28/2013,1,"Microalgae, Integrated",600,0,7533829.569,18,7,25,NA,1.128440826,0.91141029,1.026854619,,2.5.2,,Intermediate
1122,517PS0030_07/22/09_1,517PS0030_7/22/09_1,517PS0030,7/22/2009,1,"Microalgae, Integrated",600,0,21920169.05,14,20,34,NA,0.880473841,0.964662477,0.828868368,,2.5.2,,Intermediate
1123,517PS0039_07/01/09_1,517PS0039_7/1/09_1,517PS0039,7/1/2009,1,"Microalgae, Integrated",600,0,1210356,25,3,28,NA,0.891129433,0.939097038,0.809523054,,2.5.2,,Intermediate
1124,517PS0054_07/28/10_1,517PS0054_7/28/10_1,517PS0054,7/28/2010,1,"Microalgae, Integrated",600,0,628187.07,19,5,24,NA,1.122478799,0.869995431,1.02427569,,2.5.2,Cal,Reference
1125,517PS0061_09/08/10_1,517PS0061_9/8/10_1,517PS0061,9/8/2010,1,"Microalgae, Macroalgae, Integrated",600,0,37035915,23,10,33,NA,1.024234749,1.332576616,1.107659633,,2.5.2,,Intermediate
1126,517PS0074_09/20/11_1,517PS0074_9/20/11_1,517PS0074,9/20/2011,1,"Microalgae, Integrated",600,0,2894056.01,21,10,31,NA,1.007701328,1.121291679,1.017940613,,2.5.2,Cal,Reference
1127,517PS0078_09/19/11_1,517PS0078_9/19/11_1,517PS0078,9/19/2011,1,"Microalgae, Integrated",600,0,59007283.9,19,11,30,NA,0.982477857,1.044460793,0.962586815,,2.5.2,,Stressed
1128,517PS0132_07/01/09_1,517PS0132_7/1/09_1,517PS0132,7/1/2009,1,"Microalgae, Integrated",600,0,22654834.05,13,7,20,NA,0.932641342,1.041604206,0.933834336,,2.5.2,,Intermediate
1129,517SMC266_08/19/14_1,517SMC266_8/19/14_1,517SMC266,8/19/2014,1,"Microalgae, Macroalgae, Epiphyte",0,100,22180401684,0,20,20,NA,NA,1.136365167,NA,Warning - Only Soft Body data present,2.5.2,,Intermediate
1130,518BTCASC_06/12/13_1,518BTCASC_6/12/13_1,518BTCASC,6/12/2013,1,"Microalgae, Integrated",600,0,7172696.95,42,12,54,NA,0.862791494,1.256630164,0.947665237,,2.5.2,Cal,Reference
1131,518CHCANF_07/12/12_1,518CHCANF_7/12/12_1,518CHCANF,7/12/2012,1,"Microalgae, Macroalgae, Integrated",600,0,79803618.52,36,5,41,NA,0.943180793,0.845192621,0.8872309,,2.5.2,Val,Reference
1132,518CPCRCR_08/14/08_1,518CPCRCR_8/14/08_1,518CPCRCR,8/14/2008,1,"Microalgae, Integrated",600,0,1475844.08,33,8,41,NA,0.918449462,1.179978402,0.924302367,,2.5.2,,Reference
1133,518CPCRCR_08/20/14_1,518CPCRCR_8/20/14_1,518CPCRCR,8/20/2014,1,"Integrated, Microalgae, Epiphyte, Macroalgae",600,8,4579452.209,29,23,52,NA,0.995752803,1.105118553,0.972741872,,2.5.2,Cal,Reference
1134,518CPCRCR_08/20/14_2,518CPCRCR_8/20/14_2,518CPCRCR,8/20/2014,2,"Epiphyte, Integrated, Macroalgae, Microalgae",600,100,42867713.91,28,29,57,NA,0.857348362,1.074679359,0.841089646,,2.5.2,,Reference
1135,518CR0909_09/16/13_1,518CR0909_9/16/13_1,518CR0909,9/16/2013,1,Integrated,600,0,0,60,0,60,NA,0.647493751,NA,NA,Warning - Only Diatom data present,2.5.2,,NA
1136,518FC1060_09/18/14_1,518FC1060_9/18/14_1,518FC1060,9/18/2014,1,"Microalgae, Epiphyte, Macroalgae, Integrated",603,100,11575270908,55,32,87,NA,0.851083062,0.888679621,0.692777035,,2.5.2,,NA
1137,518FC1350_07/29/14_1,518FC1350_7/29/14_1,518FC1350,7/29/2014,1,"Microalgae, Macroalgae, Integrated",604,0,13085.15767,44,2,46,NA,0.730333202,0.497261704,0.598967317,,2.5.2,,NA
1138,518FCA075_08/12/13_1,518FCA075_8/12/13_1,518FCA075,8/12/2013,1,"Microalgae, Integrated",600,0,415403.4946,18,5,23,NA,1.019386899,0.778974953,1.093483771,,2.5.2,Cal,Reference
1139,518FRE265_07/14/14_1,518FRE265_7/14/14_1,518FRE265,7/14/2014,1,"Macroalgae, Microalgae, Epiphyte",0,100,1.48E+11,0,58,58,NA,NA,1.05183938,NA,Warning - Only Soft Body data present,2.5.2,,Intermediate
1140,518FRE277_08/18/14_1,518FRE277_8/18/14_1,518FRE277,8/18/2014,1,"Microalgae, Epiphyte, Macroalgae",0,100,31663455959,0,44,44,NA,NA,1.116417899,NA,Warning - Only Soft Body data present,2.5.2,,Intermediate
1141,518FRM117_06/17/13_1,518FRM117_6/17/13_1,518FRM117,6/17/2013,1,"Microalgae, Macroalgae, Epiphyte, Integrated",600,100,1.30E+11,32,15,47,NA,1.223779417,1.062049551,1.150170625,,2.5.2,,Intermediate
1142,518FRM117_07/29/13_1,518FRM117_7/29/13_1,518FRM117,7/29/2013,1,"Microalgae, Macroalgae, Integrated",600,0,2890956714,42,27,69,NA,0.905198978,1.071884082,0.833573883,,2.5.2,,Intermediate
1143,518GZCUPx_06/30/14_1,518GZCUPx_6/30/14_1,518GZCUPx,6/30/2014,1,"Integrated, Microalgae",600,0,15863866.21,26,23,49,NA,1.117903607,1.187678598,1.097745507,,2.5.2,Cal,Reference
1144,518GZCUPx_08/20/08_1,518GZCUPx_8/20/08_1,518GZCUPx,8/20/2008,1,"Microalgae, Integrated",600,0,319229056.5,33,4,37,NA,0.974880533,1.232495466,0.97176564,,2.5.2,,Reference
1145,518JSC273_08/19/14_1,518JSC273_8/19/14_1,518JSC273,8/19/2014,1,"Microalgae, Epiphyte, Macroalgae",0,100,1021843746,0,26,26,NA,NA,1.028569641,NA,Warning - Only Soft Body data present,2.5.2,,Intermediate
1146,518KNCAWC_08/15/11_1,518KNCAWC_8/15/11_1,518KNCAWC,8/15/2011,1,"Microalgae, Integrated",42,0,3651533.01,9,11,20,NA,1.010386956,1.227233099,1.15582086,,2.5.2,Val,Reference
1147,518LCC233_07/15/14_1,518LCC233_7/15/14_1,518LCC233,7/15/2014,1,"Macroalgae, Microalgae, Epiphyte",0,100,60061676144,0,59,59,NA,NA,1.090224423,NA,Warning - Only Soft Body data present,2.5.2,,Intermediate
1148,518MLC181_07/15/14_1,518MLC181_7/15/14_1,518MLC181,7/15/2014,1,"Microalgae, Epiphyte, Macroalgae",0,100,192194982.7,0,26,26,NA,NA,1.122399385,NA,Warning - Only Soft Body data present,2.5.2,Cal,Reference
1149,518PS0001_07/28/08_1,518PS0001_7/28/08_1,518PS0001,7/28/2008,1,"Microalgae, Epiphyte, Macroalgae, Integrated",600,90,957515.71,37,6,43,NA,0.876890511,1.083095821,0.747009773,,2.5.2,,Intermediate
1150,518PS0001_08/19/08_1,518PS0001_8/19/08_1,518PS0001,8/19/2008,1,"Microalgae, Integrated",600,0,88900668.55,52,23,75,NA,1.063686013,1.186279145,0.808768607,,2.5.2,,Intermediate
1151,518PS0017_08/19/08_1,518PS0017_8/19/08_1,518PS0017,8/19/2008,1,"Microalgae, Integrated",600,0,186175.39,34,4,38,NA,0.898877316,0.578184977,0.875480043,,2.5.2,,Intermediate
1152,518PS0029_06/30/09_1,518PS0029_6/30/09_1,518PS0029,6/30/2009,1,"Microalgae, Macroalgae, Epiphyte, Integrated",600,110,37655302178,27,9,36,NA,0.633215815,1.197939904,0.706687291,,2.5.2,,Intermediate
1153,518PS0029_07/22/09_1,518PS0029_7/22/09_1,518PS0029,7/22/2009,1,"Microalgae, Integrated",600,0,14539663.15,30,8,38,NA,0.7092043,1.003907621,0.694418778,,2.5.2,,Intermediate
1154,518PS0033_06/29/09_1,518PS0033_6/29/09_1,518PS0033,6/29/2009,1,"Microalgae, Macroalgae, Integrated",600,0,2929991486,24,13,37,NA,1.15489045,1.264678183,1.073078713,,2.5.2,Val,Reference
1155,518PS0045_07/21/09_1,518PS0045_7/21/09_1,518PS0045,7/21/2009,1,"Microalgae, Integrated",600,0,50588.332,14,7,21,NA,0.914668626,0.987539483,0.929581015,,2.5.2,,Intermediate
1156,518PS0073_08/16/11_1,518PS0073_8/16/11_1,518PS0073,8/16/2011,1,"Microalgae, Macroalgae, Integrated",600,0,9145533560,31,6,37,NA,0.973369879,1.263551851,1.09856205,,2.5.2,Cal,Reference
