masterid,latitude,longitude,huc,county,psa_lu,comid,psa6c,regionalboardnumber,area_sqkm,new_lat,new_long,site_elev,elev_range,ppt_00_09,maxwd_ws,meanp_ws,minp_ws,sumave_p,xwd_ws,temp_00_09,tmax_ws,atmca,atmmg,atmso4,bdh_ave,kfct_ave,lprem_mean,prmh_ave,ucs_mean,cao_mean,mgo_mean,s_mean,p_mean,urban_2011_ws,urban_2011_5k,urban_2011_1k,ag_2011_ws,ag_2011_5k,ag_2011_1k,code_21_2011_ws,code_21_2011_5k,code_21_2011_1k,roaddens_ws,roaddens_5k,roaddens_1k,paved_int_ws,paved_int_5k,paved_int_1k,invdamdist,mines_5k,MaxW1_HALL,RefStatus,StudyArea
523PS0172,39.93522,-122.82906,523,Tehama,Forest,7985789,NC,5,9.292383,39.93459,-122.8274,1172,822,112529.5,13.72647,986.5833,4.424267,2762.5,89.4046,1699.1,260.4849,0.0349,0.0349,0.2071667,1.463,0.178,-0.6753,2.25,101.7499,3.3631,3.0047,0.0572,0.1154,0.009607071,0.009607071,0,0,0,0,4.313575,4.313575,1.470588,0.4344687,0.4344687,0,0,0,0,0,0,0,Reference,NOT STUDY AREA
523TMCATG,39.85386,-122.66948,523,Tehama,Other,7986165,CH,5,405.9874,39.85365,-122.6709,343.72,2117.28,73490.7,13.5947,1082.843,4,2568.501,86.8042,2038.3,274.3537,0.0349,0.033,0.2074,1.4712,0.1736,-0.6038,2.5188,99.547,3.2818,3.6056,0.0561,0.123,0.01795611,0,0,0,0,0,3.902682,1.664139,4.255319,0.5845801,0.08044773,0,32,1,0,0,0,0,Reference,NOT STUDY AREA
524ACMFPW,40.26706,-121.77364,509,Tehama,Forest,8021340,CH,5,20.73844,40.26752,-121.7756,925.74,1175.26,95493.1,12.7742,1308.021,5.2609,4651.333,87.5484,2101.2,283.4783,0.0364,0.0218,0.1833,1.1736,0.1637,-0.6901,3.8723,101.2373,5.8131,3.2719,0.0174,0.2581,0,0,0,0,0,0,0.07377512,0.2346446,2.008608,0.7879033,0.03089057,0,2,0,0,0,0,NA,Reference,NOT STUDY AREA
524PS0342,40.16991,-122.67528,524,Tehama,Other,2800691,CH,5,108.4212,40.16992,-122.6753,415,1809,85561.5,11,1062.131,2.4586,2487.938,72.1078,2270,299.8571,0.0347,0.0279,0.193,1.516133,0.2286,-0.9116,2.2616,67.34057,14.893370000000001,5.678133,0.07716667,0.1279333,0.00913553,0.01057306,0,0,0,0,2.486525,1.998308,3.384842,0.9349048,0.5438659,0.9022654,19,6,0,0,0,0.1,Reference,NOT STUDY AREA
524PS0650,40.54267,-122.58017,524,Shasta,Forest,2782349,CH,5,7.071617,40.54268,-122.5802,585,987,150794.8,10.6818,1555.81,8.22222,4366.68,73.3636,2150,314.778,0.033182,0.018346,0.161292,1.507,0.187,-0.808172,10.764,196.515,5.78364,3.37455,0.046225,0.222256,0,0,0,0,0,0,0.3819223,0.3819223,2.191381,1.878114,1.878114,0.7399569,0,0,0,0,0,0.42,Reference,NOT STUDY AREA
525WE0755,41.33699,-122.40794,525,SisKiyou,Forest,7964833,NC,5,5.105586,41.33707,-122.4088,1501.67,1199.33,120795.4,13.5714,1155.25,8.8333,4320.64,96.5714,1626.4,233,0.0309,0.0086,0.1201,1.3807,0.1561,-0.6918,3.3766,59.2958,2.6783,15.0095,0.0621,0.0818,0,0,0,0,0,0,0,0,0,0.1012742,0.1073233,0,0,0,0,0,0,0,Reference,NOT STUDY AREA
526CE0061,41.37638,-120.29388,526,Modoc,Forest,7932053,DM,5,4.543621,41.37625,-120.2918,2009.54,902.46,57655.8,14,850.8,12.5,6672.507,104.5882,1318,227.1667,0.0443,0.0141,0.1766,1.4163,0.161,-0.6473,2.6937,105.8555,5.9234,3.3593,0.0177,0.2619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,Non-reference,Modoc
526CE0317,41.3269,-120.24016,526,Modoc,Other,7932077,DM,5,5.970573,41.32654,-120.24,2206.35,569.6499,73761.3,15,954.1429,13.1429,7129.941,105.4118,1138.2,215.8571,0.0446,0.0143,0.178,1.4477,0.1634,-0.5211,1.8836,118.4943,6.1793,3.5866,0.0186,0.2677,0,0,0,0,0,0,0,0,0,0.4547751,0.4547751,0,0,0,0,0,0,0.67,Reference,Modoc
526CE0483,41.36111,-120.29861,526,Modoc,Forest,7928709,DM,5,7.714438,41.3614999,-120.29899,1982.089966,658.9100342,57655.80078,14.24,775.1579,14.4444,6995.8667,104.4,1318,228.3333,0.0443,0.0142,0.1768,1.4093,0.1584,-0.7147,3.1795,97.8976,5.7013,3.2001,0.0173,0.2559,0,0,0,0,0,0,0,0,0,0.079259952,0.083842174,1.313007654,0,0,0,0,0,1.5,Non-reference,Modoc
526PNCAMF,41.36145,-120.28211,526,Modoc,Forest,7928665,DM,5,12.13775,41.36145,-120.2821,2058,889,57655.8,14.46987,873.0429,13.48703,7158.756,104.8195,1318,223.9502,0.04433333,0.04433333,0.1768667,1.4216,0.1569,-0.7022667,3.583333,91.5957,5.1937,2.986267,0.01793333,0.2405667,0,0,0,0,0,0,0,0,0,0.1125577,0,0,0,0,0,0,0,0,Reference,Modoc
526PRS117,41.15743,-120.26225,526,Lassen,Forest,7930205,DM,5,1.805837,41.15743,-120.26220000000001,1969.06,263.9399,60080.8,12.2,696,13,5947.433,95.6,1295.7,243,0.0448,0.0146,0.1778,1.2136,0.1483,-0.4199,14.9553,130.3905,6.5093,3.8241,0.0191,0.2769,0,0,0,0,0,0,0,0,0,0.6903193,0.6903193,0.06060288,0,0,0,0,0,1.18,Reference,Modoc
526PS0072,41.13422,-120.80025,526,Lassen,Forest,7930381,DM,5,365.4355,41.13511,-120.8003,1494.71,667.29,41316.9,9.4195,423.946,10.5933,4569.352,76.9861,1539.8,270.9596,0.04,0.014,0.1662,1.4462,0.1698,-0.3131,2.5457,111.9919,5.9257,3.4433,0.0254,0.2596,0.002709059,0,0,1.382605,0,0,0.332968,0.2260992,0,0.814994,0.6687058,0.9165853,6,0,0,0,0,0.7,Reference,Modoc
526PS0076,41.27448,-120.26295,526,Modoc,Forest,7929215,DM,5,45.35162,41.27434,-120.2637,1833.36,1171.64,62507.9,14.1871,806.2789,11.5091,6577.515,101.187,1242.8,225.2,0.0446,0.0144,0.1779,1.4087,0.1593,-0.5558,3.7047,113.737,6.0185,3.484,0.0184,0.264,0,0,0,0,0,0,0,0,0,0.3196438,0.3191223,0.2176217,7,5,0,0,0,0,Reference,Modoc
526PS0396,41.37938,-120.40958,526,Modoc,Forest,7928593,DM,5,69.27986,41.37827,-120.4142,1543.18,1097.82,36353.7,11.7757,593.1111,12.1829,5846.512,93.1542,1664.9,259.9878,0.0436,0.014,0.175,1.3415,0.159,-0.3793,7.8165,134.1835,6.6119,3.8683,0.0188,0.2794,0,0,0,0.080545629999999993,0,0,0,0,0,0.7279319,0.8575335,0.9609628,12,5,1,0,0,1.5,Non-reference,Modoc
526PS1100,41.2915,-120.2495,526,Modoc,Other,7932109,DM,5,27.87743,41.29135,-120.2497,2038,970,62507.9,14.5349,879.9516,12.3529,6615.678,102.8953,1242.8,219.5294,0.04453333,0.0143,0.1776,1.398067,0.1657667,-0.4719,2.253567,122.3861,6.206033,3.6428,0.01896667,0.269,0,0,0,0,0,0,0,0,0,0.3966356,0.358289,0.2649927,5,5,0,0,0,0.59,Reference,Modoc
526PS1144,41.0826,-120.3494,526,Lassen,Other,7930567,DM,5,119.1498,41.08256,-120.3494,1687,934,39817.4,10.5405,598.2111,11.2837,4751.473,86.0432,1484.1,255.6099,0.04416667,0.01473333,0.1771333,1.455667,0.1752333,-0.3358333,1.895933,139.3908,6.723833,3.9945,0.01966667,0.2833333,0,0,0,1.00148,0,0,0,0,0,0.8799296,0.7573708,1.467225,0,0,0,0,0,1.5,Non-reference,Modoc
526PS1420,41.36567,-120.45832,526,Modoc,Other,7928707,DM,5,75.85264,41.3656,-120.4583,1388,1253,32547.6,11.6822,573.96,12.0316,5745.49,92.4407,1722.8,261.421,0.043544,0.014021,0.174741,1.34593,0.165724,-0.376637,7.10136,134.382,6.61354,3.86251,0.018854,0.279098,0,0,0,0.07357129,0,0,0,0,0,1.662746,1.550629,1.483706,14,2,1,0,0,1.36,Reference,Modoc
526PSCBLK,41.161,-120.2894,526,Lassen,Forest,7930225,DM,5,14.57339,41.16098,-120.2893,1817.28,375.72,48574.9,11.3636,647,12.6111,5800.041,91.9545,1454.2,251.3333,0.0445,0.0146,0.1771,1.3098,0.1235,-0.3327,14.1952,139.8059,6.7341,4.0024,0.0197,0.2717,0,0,0,0,0,0,0,0,0,0.4429113,0.4458244,0.04192077,1,1,0,0,0,1.36,Reference,Modoc
526RSH118,41.30003,-120.86127,526,Modoc,Forest,7929123,DM,5,18.30934,41.30004,-120.8613,1512,633,47239.8,11.35413,690.4574,9.619833,5623.985,90.94443,1522.5,251.3115,0.03833333,0.03833333,0.1589,1.314633,0.1517,-0.732,5.282333,96.71573,5.7051,3.1862,0.01716667,0.2557,0,0,0,0,0,0,2.01395,2.146597,5.325035,0.7237782,0.7248854,0.8479099,0,0,0,0,0,0.39,Non-reference,Modoc
526TRCBWC,41.43002,-121.008,526,Modoc,Forest,7926449,DM,5,130.7498,41.4241,-121.0035,1309.28,553.72,42053.8,10.042,509.0304,7.8013,4277.186,80.1901,1717.6,287.1602,0.0367,0.0115,0.1501,1.4591,0.18,-0.4577,1.0772,125.4776,6.4174,3.6874,0.0179,0.2741,0.03648303,0,0,0,0,0,0.8962436,0,0,0.9317042,0.8191358,0,1,0,0,0,0,NA,Reference,Modoc
526TRN109,41.44817,-121.03706,526,Modoc,Forest,7925035,DM,5,46.42105,41.4488,-121.0366,1363,284,44608.7,10,517.6078,7.9821,4305.397,80.5278,1663.3,287.5357,0.03666667,0.0115,0.1500667,1.472833,0.1748667,-0.3829667,1.101267,133.5929,6.6098,3.8436,0.01836667,0.2785,0.01162565,0,0,0,0,0,0.5812827,0,0,0.9810308,0.610322,1.923152,1,0,0,0,0,NA,Reference,Modoc
526WER123,41.27361,-120.27,526,Modoc,Forest,7929215,DM,5,46.74153,41.27281,-120.2734,1780.45,1226.55,50369.2,14.1399,800.3925,11.4912,6561.161,101,1455.8,226.1579,0.0446,0.0144,0.1779,1.4062,0.1587,-0.5642,3.8015,112.8858,6.0008,3.4686,0.0184,0.2635,0,0,0,0,0,0,0,0,0,0.3276612,0.3003026,0.2053952,7,2,0,0,0,0,Reference,Modoc
526WTCACT,41.44264,-121.01538,526,Modoc,Forest,7925033,DM,5,34.73911,41.44265,-121.0154,1352.98,246.02,43125.7,10.1132,477.3827,7.3488,4134.899,80.1509,1678.4,288.6977,0.0371,0.0116,0.1517,1.4529,0.182,-0.3493,1.0608,136.7125,6.6999,3.8759,0.018,0.2802,0.1165954,0,0,0,0,0,1.59088,0,0,0.9724303,0.8715718,0.6133566,0,0,0,0,0,0.27,Reference,Modoc
527CE0093,41.74972,-120.29472,527,Modoc,Forest,7918617,DM,5,5.115382,41.7495634,-120.29593,1807.02002,559.9799805,56846.69922,12,897.3333,13.5,5561.5723,95.6875,1334.599976,236.6667,0.0447,0.013,0.1752,1.3522,0.1494,-0.33,4.4039,140.088,6.7408,4.0078,0.0197,0.2838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,Reference,Modoc
527PS1156,41.9468,-120.2888,527,Modoc,Forest,7918053,DM,5,15.18964,41.94675,-120.2888,1548,954,45532.8,13.125,765.7143,14.7895,5877.629,106.0833,1436,236.4211,0.04566667,0.01236667,0.1764,1.368233,0.1442667,-0.4120333,3.802733,131.2418,6.5296,3.8402,0.01916667,0.2783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Reference,Modoc
532MKN078,38.60347,-120.43195,532,El Dorado,Forest,20195400,SN,5,11.15459,38.60145,-120.4205,1400,450,118662.2,11,1366.704,6.7857,3173.828,77.8857,1860.7,290.6429,0.0526,0.0207,0.2357333,0.9540667,0.1357,-1.075667,4.8978,96.03427,4.9846,2.623533,0.0184,0.2281,0,0,0,0,0,0,0,0,0,0.01635722,0.02100017,0.02084144,0,0,0,0,0,NA,Reference,NOT STUDY AREA
532PTCAER,38.51109,-120.33743,532,Amador,Forest,17053262,SN,5,9.945747,38.51109,-120.3374,1353.36,662.64,114661.8,10.7742,1267.625,6.25,3764.41,78.6452,1874.1,293.9167,0.052,0.0184,0.2309,1.0625,0.1648,-1.0172,5.6433,112.9558,4.4582,2.5589,0.0246,0.1965,0.4976025,0.4976025,0,0,0,0,0.6061703,0.6061703,0,0.407507,0.407507,0,0,0,0,0,0,0.45,Reference,NOT STUDY AREA
532WE0760,38.57735,-120.54398,532,El Dorado,Forest,20196316,SN,5,28.20985,38.5771,-120.5451,986.51,678.49,113680.7,11.573,1290.478,5.5625,2436.555,76.809,2031,315.4375,0.0507,0.023,0.2396,1.2481,0.1782,-0.906,2.398,86.4812,5.3411,2.8033,0.0202,0.2309,0.09891512,0.01781737,0,0,0,0,3.047224,1.657016,0,0.9142838,0.9302439,0,4,1,0,0,0,0.47,Reference,NOT STUDY AREA
532WER222,38.49611,-119.89388,532,Alpine,Forest,17059026,SN,5,7.081027,38.49593,-119.8949,2368.27,545.73,122295.1,13.8,1335.429,28.125,5071.913,96,1065.1,194.125,0.0629,0.0123,0.2398,1.4055,0.102,-1.7139,14.1481,151.7879,3.9053,1.7976,0.026,0.1723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,Reference,NOT STUDY AREA
534ARC279,38.40244,-119.8,534,Alpine,Forest,346375,SN,5,103.3132,38.40328,-119.7955,1879.39,1540.61,111048,12.6522,1355.557,20.9286,5523.72,91.9255,1267.9,202.4762,0.0623,0.0115,0.2384,1.3144,0.1427,-1.1587,9.3506,140.4531,5.0127,2.6588,0.0229,0.2164,0,0,0,0,0,0,0,0,0,0.04456654,0.182631,0.9188524,4,4,0,0,0,NA,Reference,NOT STUDY AREA
534BLC099,38.33228,-120.1001,534,Tuolumne,Other,342719,SN,5,5.19133,38.33371,-120.1004,1858,444,114779.9,10.375,1323,8.1667,4238.867,74.875,1443.3,260.5,0.048,0.01316667,0.2139667,1.0325,0.16,-0.8876,5.753,80.2313,5.3102,2.8729,0.0163,0.2441,0,0,0,0,0,0,0,0,0,0.5500593,0.5500593,0,1,1,0,0,0,NA,Reference,NOT STUDY AREA
534BMC094,38.43023,-120.11905,534,Calaveras,Other,342525,SN,5,7.698863,38.43022,-120.1192,2128,294,114911.2,10.3182,1268.263,9.375,4049.114,75.9091,1469.5,251.375,0.0527,0.01406667,0.2236667,1.284967,0.1553333,-1.202933,10.61023,107.1483,4.769467,2.4589,0.01993333,0.2171667,0,0,0,0,0,0,0,0,0,0.05236812,0.05236812,0.2678879,1,1,1,0,0,NA,Reference,NOT STUDY AREA
534CFSAIM,38.41626,-119.74242,534,Tuolumne,Other,346305,SN,5,61.4315,38.41613,-119.7399,2002.37,1417.63,111611,12.5803,1376.213,21.8667,5652.168,91.9016,1252.2,195.4533,0.0622,0.0115,0.2381,1.289,0.1261,-1.146,10.7173,146.4884,5.0668,2.7027,0.0234,0.2184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Reference,NOT STUDY AREA
534MLC108,38.30057,-119.93488,534,Tuolumne,Forest,346855,SN,5,11.84756,38.30049,-119.9347,1931,662,101708.6,10.86983,1150.869,9,4848.814,78.18093,1359.1,236.0222,0.04773333,0.04773333,0.2109,1.487567,0.1730333,-1.427267,6.187,126.7494,4.390033,2.168533,0.02256667,0.1972667,0,0,0,0,0,0,0,0,0,0.2361102,0.2361102,0,2,2,0,0,0,0.27,Reference,NOT STUDY AREA
534PS0070,38.32643,-119.93868,534,Tuolumne,Forest,346725,SN,5,31.56931,38.32624,-119.9385,1801,989,93324.1,10.3131,1191.861,9.0789,4598.898,73.1414,1570.5,235.7368,0.0496,0.01173333,0.2145,1.435433,0.1665,-1.439033,6.569667,127.8392,4.3704,2.1535,0.02276667,0.1965,0.1198425,0.2855201,0,0,0,0,0.7276151,1.733515,0,0.519286,0.5728824,0,3,1,0,0,0,0,Reference,NOT STUDY AREA
534RSCAGG,38.13193,-120.22041,534,Tuolumne,Forest,343649,SN,5,18.25274,38.13263,-120.2185,1077,585,111104.1,10.95063,1084.516,5.437333,2095.041,69.86707,1851.2,310.0483,0.03976667,0.03976667,0.1986,1.2226,0.1917333,-1.336733,4.0351,123.7208,4.607633,2.247533,0.02503333,0.1935333,0,0,0,0,0,0,0,0,0,1.12161,0.9987214,1.263838,0,0,0,0,0,1.23,Reference,NOT STUDY AREA
534SED001,38.40735,-119.79936,534,Alpine,Forest,346373,SN,5,38.43766,38.40736,-119.7993,1879.54,1140.46,111048,12.5333,1282.611,17.4889,5048.458,90.3333,1267.9,222.7111,0.062,0.0118,0.2379,1.2798,0.1626,-1.4082,7.3767,130.461,4.412,2.1861,0.0228,0.1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,Reference,NOT STUDY AREA
534SED107,38.40272,-119.795,534,Alpine,Forest,346375,SN,5,103.3132,38.40328,-119.7955,1879.39,1540.61,111048,12.6522,1355.557,20.9286,5523.72,91.9255,1267.9,202.4762,0.0623,0.0115,0.2384,1.3144,0.1427,-1.1587,9.3506,140.4531,5.0127,2.6588,0.0229,0.2164,0,0,0,0,0,0,0,0,0,0.04456654,0.182631,0.9188524,4,4,0,0,0,NA,Reference,NOT STUDY AREA
534SRCFFC,38.366,-119.8692,534,Tuolumne,Other,347487,SN,5,175.3142,38.36593,-119.8691,1684.78,1735.22,105233.3,12.2629,1306.147,18.4085,5350.668,89.1119,1373.2,214.5822,0.0613,0.0116,0.2364,1.3379,0.1537,-1.2953,8.5249,138.2067,4.6791,2.4083,0.0232,0.2053,0,0,0,0,0,0,0,0,0,0.05997127,0.04696961,0.1066473,9,1,0,0,0,0.78,Reference,NOT STUDY AREA
534WER219,38.41833,-119.75138,534,Alpine,Forest,346279,SN,5,20.437186,38.4183292,-119.75143,1987.089966,1066.910034,111611,13.0462,1347.7709,20.8519,5168.8618,92.1692,1252.199951,205.1852,0.0647,0.0117,0.2429,1.2094,0.1564,-1.0419,7.4138,121.8809,5.1723,2.7778,0.0207,0.2303,0,0,0,0,0,0,0,0,0,0.003244625,0.004379406,0.122837386,0,0,0,0,0,0.15,Reference,NOT STUDY AREA
536CE0106,37.80166,-119.84722,536,Tuolumne,Forest,17081919,SN,5,18.40376,37.80111,-119.8477,1329,694,96387.3,10.2456,1085.098,2.6522,1512.45,59.9474,1714,255.913,0.0361,0.0106,0.1879,1.4005,0.2376,-1.3944,2.8281,148.7925,4.7749,2.0163,0.0401,0.146,0.02937145,0.0331785,0,0,0,0,3.955355,3.76576,6.463196,0.8789318,0.8051409,1.183965,2,2,1,0,0,0,Non-reference,NOT STUDY AREA
536CE0330,38.03777,-120.08972,536,Tuolumne,Other,17074765,SN,5,1.916375,38.03672,-120.09,1552.45,163.55,106913.7,10,1102,5,2662.6,64,1752.5,293.5,0.0374,0.011,0.1914,1.4259,0.231,-1.6927,3.7815,152.3321,3.9728,1.8063,0.0275,0.1676,0,0,0,0,0,0,0,0,0,0.1845933,0.1845933,0.3410566,0,0,0,0,0,0.36,Reference,NOT STUDY AREA
536CLV004,37.97832,-120.05225,536,Tuolumne,Forest,17077911,SN,5,230.9697,37.97643,-120.0513,990.75,1836.25,103956.4,10.0908,1180.485,5.8623,3739.77,67.5351,1915.3,267.7862,0.0388,0.0109,0.1935,1.4068,0.1905,-1.4091,6.2936,132.1218,4.5127,2.1376,0.0274,0.1848,0,0,0,0,0,0,0,0,0,0.5154257,0.4431774,1.644466,21,4,0,0,0,NA,Reference,NOT STUDY AREA
536HLCBFM,38.04566,-120.09966,536,Tuolumne,Other,17074735,SN,5,25.54909,38.04566,-120.0997,1541,533,106913.7,9.608967,1105.778,5.772733,3168.414,63.54027,1752.5,290.7994,0.03776667,0.03776667,0.1922,1.0031,0.1525,-1.187967,5.652767,106.0844,4.7979,2.4763,0.0199,0.2186333,0,0,0,0,0,0,0,0,0,0.7700305,0.3610105,0,5,0,0,0,0,0.25,Reference,NOT STUDY AREA
536LLCACR,38.14049,-119.96303,536,Tuolumne,Forest,17076301,SN,5,43.32904,38.14078,-119.9629,1860,956,103197.7,10.70217,1241.825,6.697467,4501.283,72.5641,1489.7,243.0952,0.0398,0.0398,0.1949,1.6336,0.1731,-1.672467,7.607467,148.1706,3.975367,1.851133,0.0255,0.1751667,0,0,0,0,0,0,0,0,0,0.04303015,0.1592143,0.4720232,0,0,0,0,0,0,Reference,NOT STUDY AREA
536PS0107,38.0457,-120.0238,536,Tuolumne,Forest,17074709,SN,5,135.1911,38.04583,-120.0237,1399,1421,105605.1,10.3892,1244.602,6.646,3590.261,71.059,1767.1,248.8012,0.03833333,0.0108,0.1924667,1.465867,0.2098333,-1.493933,5.276733,132.5746,4.277267,2.082167,0.0234,0.1901667,0,0,0,0,0,0,0,0,0,0.4382744,1.001,0.02422017,12,3,0,0,0,0.2,Reference,NOT STUDY AREA
536SED006,37.90512,-119.9963,536,Tuolumne,Forest,17081693,SN,5,48.49139,37.90554,-119.997,1062,1045,102557.2,9.524333,1066.892,3.3785,2116.023,58.03873,1999.7,304.6047,0.03636667,0.03636667,0.1885667,1.405,0.2240333,-1.288433,3.7508,142.4882,4.993067,2.130367,0.041,0.1485333,0,0,0,0,0,0,0,0,0,1.447459,0.7738139,0,12,3,0,0,0,0.41,Reference,NOT STUDY AREA
536SED108,37.86869,-119.90423,536,Tuolumne,Forest,17081781,SN,5,145.6572,37.86881,-119.9043,1205,1725,90801.7,9.833333,1052.75,3.617767,2202.943,60.6766,2003.7,281.6949,0.0364,0.0364,0.1880667,1.448733,0.1787,-1.582967,5.8328,131.0569,3.585867,1.7062,0.02556667,0.165,0.008651428,0,0,0,0,0,0.287351,0,0,0.2603701,0.7720522,0.842246,7,1,0,0,0,0.35,Reference,NOT STUDY AREA
536WER237,37.87055,-119.23833,536,Tuolumne,Other,17082155,SN,5,24.69414,37.8778,-119.2521,2946.37,931.6299,80689.1,17,1126.763,15.8667,4607.652,120.2632,914.3,165.8,0.0432,0.0108,0.2011,1.3974,0.1073,-1.132,15.5631,111.3795,5.3864,2.3132,0.0383,0.1601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Reference,NOT STUDY AREA
537ADCH41,37.5803,-119.67833,537,Mariposa,Forest,21610265,SN,5,33.59344115,37.5804956,-119.67816,1494,950,100203.8984,9.551133333,1177.156233,2.8921,1330.585767,60.0393,1642.800049,259.5790667,0.036866667,0.036866667,0.189733333,1.558,0.198733333,-1.698966667,6.1861,147.3288667,3.762866667,1.741,0.0259,0.1681,0,0,0,0,0,0,0.010699478,0.019063051,0.219138057,0.375282572,0.422902758,0.082284309,4,1,1,0,0,0,Reference,NOT STUDY AREA
537BLCABG,37.70408,-119.97377,537,Mariposa,Other,21609655,SN,5,55.66866,37.70458,-119.9742,823,1031,93466.1,9.270033,982.8483,2.043467,1639.993,55.2888,2068.8,311.6388,0.0359,0.0359,0.1882333,1.468433,0.2211333,-1.1377,2.3266,148.1992,5.490033,2.2798,0.04993333,0.1306667,0.01131661,0,0,0,0,0,1.188244,0,0,1.596395,1.183578,1.059864,17,4,0,0,0,0.09,Reference,NOT STUDY AREA
537BSCAWR,37.6212,-119.677,537,Mariposa,Other,21610105,SN,5,4.528194,37.6208359,-119.67804,1781.589966,501.4100342,103914.2969,10.4667,1147.4546,2,1166.8083,62.4667,1574.599976,252.2,0.0368,0.0107,0.1893,1.6031,0.1886,-1.7244,6.927,152.7083,3.8875,1.7839,0.0261,0.1706,0,0,0,0,0,0,0,0,0,0.537523747,0.537523747,0.684494124,1,1,0,0,0,0,Reference,NOT STUDY AREA
537CE0238,37.68457,-119.6853,537,Mariposa,Forest,21609905,SN,5,6.717777,37.68463,-119.6855,1755.95,602.05,106365.9,11,1101.857,1,1036.752,63.4,1517.7,234.5,0.0367,0.0106,0.189,1.698,0.183,-1.7244,6,152.7083,3.8875,1.7839,0.0261,0.1706,0,0,0,0,0,0,0,0,0,0.5105253,0.5105253,0,0,0,0,0,0,0,Reference,NOT STUDY AREA
537GZCAMR,37.52509,-119.46551,537,Madera,Forest,21610533,SN,5,10.13011,37.52424,-119.4645,2353.49,431.51,118477.9,11.7273,1361.478,2.25,1420.987,75.5758,1288.1,225.1667,0.0386,0.0112,0.1935,1.4666,0.127,-1.1277,18.6699,154.8653,5.0258,3.1236,0.0291,0.1827,0,0,0,0,0,0,0,0,0,0.6794338,0.6975231,0.8292541,0,0,0,0,0,0.28,Reference,NOT STUDY AREA
537TYCAML,37.7599,-119.529,537,Mariposa,Forest,21609379,SN,5,69.99293,37.75932,-119.529,1364.81,1916.19,95938.7,13.0233,1268.456,6.2045,3174.701,86.6419,1673.5,207.7273,0.0384,0.0104,0.1915,1.405,0.102,-1.6313,14,146.306,3.7601,1.7417,0.0277,0.1663,0.347191,0,0,0,0,0,0.609513,0,0,0.1561861,0,0,3,0,0,0,0,0,Reference,NOT STUDY AREA
537WER236,37.85305,-119.57388,537,Mariposa,Forest,21609171,SN,5,36.49142,37.85295,-119.5748,2279.31,1019.69,118491.3,13.6937,1412.6,5.8182,2789.265,86.045,1382.2,201.7955,0.0379,0.0103,0.1903,1.405,0.102,-1.6169,14,133.7691,3.4342,1.6513,0.0258,0.1609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Reference,NOT STUDY AREA
539NDCACC,37.42494,-119.59566,539,Madera,Forest,17099749,SN,5,3.397507,37.425,-119.5962,1535.58,614.42,100153.8,9.8,1181.5,2.2,2038.567,63.5,1756,277.8,0.038,0.0114,0.1928,1.4907,0.2044,-1.2981,5.0256,139.9476,3.2951,2.0617,0.0347,0.1473,0,0,0,0,0,0,0,0,0,0.3530521,0.3530521,0.2068107,0,0,0,0,0,0,Reference,NOT STUDY AREA
539SED010,37.41099,-119.59513,539,Madera,Forest,17099747,SN,5,15.39106,37.41111,-119.5952,1415.11,769.89,100153.8,9.617,1158.405,2.05,2103.89,63.4894,1756,280.9,0.0381,0.0115,0.1931,1.4907,0.2001,-1.5585,5.6645,147.7406,3.6569,1.8921,0.0295,0.1619,0,0,0,0,0,0,0,0,0,0.9826514,0.9747453,0.8444776,1,1,0,0,0,NA,Reference,NOT STUDY AREA
540BCA168,37.23381,-119.13583,540,Fresno,Other,17115433,SN,5,94.18974,37.23381,-119.1358,2225,1013,108343.7,12.2007,1161.967,3.4956,2723.608,75.5121,1170.7,192.2832,0.0448,0.01256667,0.2083667,1.4761,0.1045667,-1.517967,15.860900000000001,109.1159,2.877367,1.436067,0.02436667,0.1508333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,Reference,NOT STUDY AREA
540CE0078,37.21916,-118.86111,540,Fresno,Other,17118689,SN,5,13.82038,37.21963,-118.8615,2402.12,1296.88,103700,13,1157.094,5,2422.283,83.3571,938.9,170.8824,0.048,0.0128,0.2151,1.405,0.102,-1.6394,14,151.1551,4.0945,1.81,0.0328,0.1688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Reference,NOT STUDY AREA
540CQCBBR,37.51273,-119.42497,540,Madera,Forest,17113025,SN,5,12.15747402,37.512904,-119.42528,2228,796,110088.8984,11.7778,1306.8148,2.4872,1239.681433,75.96293333,1382.699951,228.1538667,0.0389,0.0389,0.193866667,1.4692,0.1293,-1.295866667,18.00126667,65.37303333,1.8517,1.102533333,0.022933333,0.131266667,0,0,0,0,0,0,0,0,0,0.031082608,0.031082608,0.181069025,0,0,0,0,0,0,Reference,NOT STUDY AREA
